"season","game_id","team","player_id","period","shifts","first","last","position","datetime"
2016,20045,"phi",8477290,2,"500-514;304-356;0-76","Michael","Raffl","l","2016-10-19 00:30:00+00"
2016,20045,"phi",8477290,1,"503-526;0-31;770-808;133-175;552-594;647-689;264-307;1092-1140;920-974;369-440","Michael","Raffl","l","2016-10-19 00:30:00+00"
2016,20045,"phi",8477930,3,"1155-1157;963-995;229-271;469-522;822-875;624-680","Pierre-Edouard","Bellemare","l","2016-10-19 00:30:00+00"
2016,20045,"phi",8477930,2,"299-304;1009-1016;1038-1051;768-792;1139-1168;870-902;206-249;106-161;598-658;451-514","Pierre-Edouard","Bellemare","l","2016-10-19 00:30:00+00"
2016,20045,"phi",8477930,1,"1079-1092;526-552;974-1001;56-95;1140-1181;222-264;689-733","Pierre-Edouard","Bellemare","l","2016-10-19 00:30:00+00"
2016,20045,"phi",8478439,3,"578-594;944-963;94-114;271-310;402-451;130-183;753-822;1052-1135","Travis","Konecny","c","2016-10-19 00:30:00+00"
2016,20045,"phi",8478439,2,"76-106;356-395;726-768;958-1016;1103-1168;543-614","Travis","Konecny","c","2016-10-19 00:30:00+00"
2016,20045,"phi",8478439,1,"1181-1200;479-503;746-770;31-56;440-466;1046-1079;333-369;175-228;594-647;858-920","Travis","Konecny","c","2016-10-19 00:30:00+00"
2016,20045,"phi",8479648,3,"1155-1157;371-402;37-81;822-875;624-680;963-1019;478-562","Roman","Lyubimov","l","2016-10-19 00:30:00+00"
2016,20045,"phi",8479648,2,"1015-1016;1038-1051;1151-1168;161-187;420-464","Roman","Lyubimov","l","2016-10-19 00:30:00+00"
2016,20045,"phi",8479648,1,"307-333;93-133;552-594;1001-1046;808-858","Roman","Lyubimov","l","2016-10-19 00:30:00+00"
2016,20063,"cbj",8468486,3,"802-821;903-925;354-388;203-246;566-645","Scott","Hartnell","l","2016-10-21 23:00:00+00"
2016,20063,"cbj",8468486,2,"1195-1200;996-1008;82-102;204-228;789-824;517-576;304-405","Scott","Hartnell","l","2016-10-21 23:00:00+00"
2016,20063,"cbj",8468486,1,"404-419;265-284;1063-1098;892-931;696-748;67-136","Scott","Hartnell","l","2016-10-21 23:00:00+00"
2016,20063,"cbj",8471273,3,"1192-1200;185-203;44-77;394-437;821-864;285-329;687-732;515-563;925-980;1065-1138","Brandon","Dubinsky","c","2016-10-21 23:00:00+00"
2016,20063,"cbj",8471273,2,"102-122;276-304;38-82;721-767;941-988;405-481;1047-1195","Brandon","Dubinsky","c","2016-10-21 23:00:00+00"
2016,20063,"cbj",8471273,1,"624-626;390-419;1034-1063;0-34;221-265;650-696;307-354;1098-1152;833-892","Brandon","Dubinsky","c","2016-10-21 23:00:00+00"
2016,20063,"cbj",8473422,3,"329-354;864-903;0-44;469-515;738-793;129-185;1138-1200;994-1065","Nick","Foligno","l","2016-10-21 23:00:00+00"
2016,20063,"cbj",8473422,2,"481-517;0-38;1008-1047;228-276;672-721;149-204;824-905;276-276","Nick","Foligno","l","2016-10-21 23:00:00+00"
2016,20063,"cbj",8473422,1,"1152-1176;34-67;354-390;519-569;778-833;156-221;581-650;983-1054","Nick","Foligno","l","2016-10-21 23:00:00+00"
2016,20063,"chi",8473604,3,"892-903;185-203;821-864;285-329;394-443;0-50;515-566;77-130;737-796;925-994;1043-1152","Jonathan","Toews","c","2016-10-21 23:00:00+00"
2016,20063,"chi",8473604,2,"1195-1200;204-228;122-149;536-566;304-339;0-38;1008-1047;431-481;655-710;824-895","Jonathan","Toews","c","2016-10-21 23:00:00+00"
2016,20063,"chi",8473604,1,"581-614;33-67;156-193;1140-1191;778-831;695-755;991-1053;284-358;390-505","Jonathan","Toews","c","2016-10-21 23:00:00+00"
2016,20063,"cbj",8474685,3,"1114-1138;401-437;821-864;285-329;515-566;687-738;925-994;44-129","Matt","Calvert","l","2016-10-21 23:00:00+00"
2016,20063,"cbj",8474685,2,"102-122;276-304;962-996;38-82;405-481;707-789;1047-1195","Matt","Calvert","l","2016-10-21 23:00:00+00"
2016,20063,"cbj",8474685,1,"1054-1063;284-307;0-34;221-265;650-696;1098-1152;833-892;419-490","Matt","Calvert","l","2016-10-21 23:00:00+00"
2016,20063,"cbj",8474715,3,"197-203;44-77;821-864;285-329;515-563;687-738;394-446;1138-1200;925-994","Cam","Atkinson","r","2016-10-21 23:00:00+00"
2016,20063,"cbj",8474715,2,"102-122;38-82;228-276;932-982;721-772;405-481;1047-1195","Cam","Atkinson","r","2016-10-21 23:00:00+00"
2016,20063,"cbj",8474715,1,"1054-1063;0-34;221-265;307-354;1098-1152;626-696;833-903","Cam","Atkinson","r","2016-10-21 23:00:00+00"
2016,20063,"cbj",8476310,3,"185-203;437-469;246-285;636-687","Lukas","Sedlak","c","2016-10-21 23:00:00+00"
2016,20063,"cbj",8476310,2,"122-149;351-405;881-941;576-658","Lukas","Sedlak","c","2016-10-21 23:00:00+00"
2016,20063,"cbj",8476310,1,"1191-1200;136-156;737-778;939-983;490-538","Lukas","Sedlak","c","2016-10-21 23:00:00+00"
