"season","game_id","team","player_id","period","shifts","first","last","position","datetime"
2016,20207,"phi",8474190,2,"154-173;923-951;47-76;633-666;1064-1100;387-435;1146-1200;243-300;765-824;173-173","Wayne","Simmonds","r","2016-11-12 00:00:00+00"
2016,20207,"phi",8474190,3,"879-920;977-1021;812-858;0-48;644-692;553-608;184-240;385-441","Wayne","Simmonds","r","2016-11-12 00:00:00+00"
2016,20207,"phi",8474668,1,"131-140;819-842;317-352;169-211;557-611;998-1073","Dale","Weise","r","2016-11-12 00:00:00+00"
2016,20207,"phi",8474668,2,"195-216;1125-1146;951-996;765-811;333-387;559-633","Dale","Weise","r","2016-11-12 00:00:00+00"
2016,20207,"phi",8474668,3,"153-184;1164-1200;514-553;1021-1061;340-385;762-812","Dale","Weise","r","2016-11-12 00:00:00+00"
2016,20207,"phi",8475170,1,"231-239;360-387;140-174;0-43;764-811;504-552;899-951","Brayden","Schenn","c","2016-11-12 00:00:00+00"
2016,20207,"phi",8475170,2,"54-76;1069-1100;387-435;633-681;1146-1200;923-978;243-300","Brayden","Schenn","c","2016-11-12 00:00:00+00"
2016,20207,"phi",8475170,3,"879-920;560-604;977-1021;812-858;0-48;385-433;644-692;184-233","Brayden","Schenn","c","2016-11-12 00:00:00+00"
2016,20207,"phi",8476177,1,"747-764;1175-1200;611-650;85-131;412-459;265-317;951-1008","Matt","Read","r","2016-11-12 00:00:00+00"
2016,20207,"phi",8476177,2,"1100-1125;681-726;0-47;435-488;811-882","Matt","Read","r","2016-11-12 00:00:00+00"
2016,20207,"phi",8476177,3,"969-977;483-514;112-153;294-345;692-762;1094-1164","Matt","Read","r","2016-11-12 00:00:00+00"
2016,20207,"phi",8476393,1,"113-140;811-842;169-211;309-352;552-611;998-1073","Nick","Cousins","c","2016-11-12 00:00:00+00"
2016,20207,"phi",8476393,2,"962-996;343-387;559-621","Nick","Cousins","c","2016-11-12 00:00:00+00"
2016,20207,"phi",8476393,3,"153-184;1164-1200;514-553;340-385;762-812;1007-1061","Nick","Cousins","c","2016-11-12 00:00:00+00"
2016,20207,"phi",8476461,1,"211-231;1073-1096;387-412;239-265;1148-1175;466-504;38-85;842-890;650-699","Sean","Couturier","c","2016-11-12 00:00:00+00"
2016,20207,"phi",8476461,2,"154-173;195-216;1125-1146;300-343;76-120;874-923;708-765;996-1059;488-559","Sean","Couturier","c","2016-11-12 00:00:00+00"
2016,20207,"phi",8476461,3,"969-977;855-879;604-644;48-103;433-491;233-294;1061-1122;692-762","Sean","Couturier","c","2016-11-12 00:00:00+00"
2016,20207,"phi",8477930,1,"1175-1200;85-113;611-650;265-309;699-747;1096-1148;412-466;934-998","Pierre-Edouard","Bellemare","l","2016-11-12 00:00:00+00"
2016,20207,"phi",8477930,2,"1059-1069;1186-1200;173-195;1100-1125;216-243;120-154;0-39;449-488;664-708;830-874","Pierre-Edouard","Bellemare","l","2016-11-12 00:00:00+00"
2016,20207,"phi",8477930,3,"491-514;762-804;1122-1164;294-340;920-969;103-153","Pierre-Edouard","Bellemare","l","2016-11-12 00:00:00+00"
2016,20207,"tor",8477939,1,"406-412;255-265;314-326;1068-1096;650-701;1148-1200;88-145;447-504;842-899","William","Nylander","c","2016-11-12 00:00:00+00"
2016,20207,"tor",8477939,2,"365-387;1100-1125;638-679;76-120;942-995;765-833;173-258","William","Nylander","c","2016-11-12 00:00:00+00"
2016,20207,"tor",8477939,3,"550-586;385-423;198-243;0-47;808-858;879-969","William","Nylander","c","2016-11-12 00:00:00+00"
2016,20207,"phi",8478439,1,"1078-1096;211-231;387-412;239-265;43-85;459-504;842-899;265-265","Travis","Konecny","c","2016-11-12 00:00:00+00"
2016,20207,"phi",8478439,2,"726-765;882-923;76-120;1019-1064;300-352;488-559","Travis","Konecny","c","2016-11-12 00:00:00+00"
2016,20207,"phi",8478439,3,"858-879;1061-1094;604-644;433-483;233-294;48-112;692-762","Travis","Konecny","c","2016-11-12 00:00:00+00"
2016,20207,"phi",8479648,1,"747-764;412-447;611-650;85-131;265-317;941-998","Roman","Lyubimov","l","2016-11-12 00:00:00+00"
2016,20207,"phi",8479648,2,"1100-1125;216-243;435-481;824-874;666-720","Roman","Lyubimov","l","2016-11-12 00:00:00+00"
2016,20207,"phi",8479648,3,"483-514;112-153;1115-1164;284-340","Roman","Lyubimov","l","2016-11-12 00:00:00+00"
2016,20217,"pit",8464989,1,"132-165;843-881;295-335;439-483;1026-1072","Matt","Cullen","c","2016-11-13 00:00:00+00"
2016,20217,"pit",8464989,2,"1106-1144;847-892;95-141;432-479;523-570;208-264","Matt","Cullen","c","2016-11-13 00:00:00+00"
2016,20217,"pit",8464989,3,"146-162;1178-1200;533-574;654-697;984-1031;301-354;866-925","Matt","Cullen","c","2016-11-13 00:00:00+00"
2016,20217,"pit",8470543,1,"438-439;1144-1165;55-82;483-515;752-798;608-664;960-1026;208-289","Chris","Kunitz","l","2016-11-13 00:00:00+00"
2016,20217,"pit",8470543,2,"79-95;1144-1182;985-1032;330-390;679-767;1182-1182","Chris","Kunitz","l","2016-11-13 00:00:00+00"
2016,20217,"pit",8470543,3,"1126-1135;697-726;217-254;418-463;35-85;750-812","Chris","Kunitz","l","2016-11-13 00:00:00+00"
2016,20217,"pit",8470611,1,"140-173;843-882;295-335;439-483;1015-1072","Eric","Fehr","c","2016-11-13 00:00:00+00"
2016,20217,"pit",8470611,2,"446-488;847-892;95-141;523-570;1106-1155;208-264","Eric","Fehr","c","2016-11-13 00:00:00+00"
2016,20217,"pit",8470611,3,"150-162;1178-1200;654-697;866-911;301-354;517-574","Eric","Fehr","c","2016-11-13 00:00:00+00"
2016,20217,"pit",8471215,1,"55-82;483-515;752-794;608-658;1144-1200;964-1026;211-285","Evgeni","Malkin","c","2016-11-13 00:00:00+00"
2016,20217,"pit",8471215,2,"1144-1182;330-372;141-186;933-992;679-753;0-95;186-186","Evgeni","Malkin","c","2016-11-13 00:00:00+00"
2016,20217,"pit",8471215,3,"1126-1135;697-726;217-254;35-85;984-1036;750-812;418-481","Evgeni","Malkin","c","2016-11-13 00:00:00+00"
2016,20217,"pit",8471675,1,"881-882;1072-1105;1165-1200;714-752;564-608;165-211;916-964;0-55;372-439","Sidney","Crosby","c","2016-11-13 00:00:00+00"
2016,20217,"pit",8471675,2,"479-488;837-847;141-186;624-679;264-330;1032-1106;0-79;892-985","Sidney","Crosby","c","2016-11-13 00:00:00+00"
2016,20217,"pit",8471675,3,"726-750;0-35;1089-1126;574-614;162-217;925-984;354-418;614-614","Sidney","Crosby","c","2016-11-13 00:00:00+00"
2016,20217,"pit",8471887,1,"1165-1200;1072-1112;916-957;173-220;714-766;564-618;0-55;372-439","Patric","Hornqvist","r","2016-11-13 00:00:00+00"
2016,20217,"pit",8471887,2,"823-847;141-186;615-666;264-330;1032-1106;0-79;892-985","Patric","Hornqvist","r","2016-11-13 00:00:00+00"
2016,20217,"pit",8471887,3,"726-750;1096-1135;574-614;354-399;0-50;162-217;911-984","Patric","Hornqvist","r","2016-11-13 00:00:00+00"
2016,20217,"pit",8473548,1,"285-295;882-916;1165-1200;335-372;798-843;1112-1157;515-564;658-714;82-140","Phil","Kessel","r","2016-11-13 00:00:00+00"
2016,20217,"pit",8473548,2,"1182-1200;666-707;141-186;933-985;767-823;386-446;0-79","Phil","Kessel","r","2016-11-13 00:00:00+00"
2016,20217,"pit",8473548,3,"614-654;254-301;463-517;812-866;1036-1096;85-150","Phil","Kessel","r","2016-11-13 00:00:00+00"
2016,20217,"pit",8474009,1,"285-295;882-916;335-372;1105-1144;515-564;794-843;82-132;658-714","Nick","Bonino","c","2016-11-13 00:00:00+00"
2016,20217,"pit",8474009,2,"79-95;1182-1200;186-208;488-523;985-1032;570-624;372-432;753-837","Nick","Bonino","c","2016-11-13 00:00:00+00"
2016,20217,"pit",8474009,3,"614-654;1135-1178;254-301;481-533;1036-1089;812-866;85-146","Nick","Bonino","c","2016-11-13 00:00:00+00"
2016,20217,"pit",8474176,1,"289-295;882-916;335-372;1105-1144;82-125;664-708;798-843;515-564","Carl","Hagelin","l","2016-11-13 00:00:00+00"
2016,20217,"pit",8474176,2,"1182-1200;186-208;488-523;570-615;390-451;767-847","Carl","Hagelin","l","2016-11-13 00:00:00+00"
2016,20217,"pit",8474176,3,"614-654;1135-1178;254-301;85-139;463-517;1031-1089;812-874","Carl","Hagelin","l","2016-11-13 00:00:00+00"
2016,20217,"pit",8475810,1,"1157-1165;55-82;483-515;766-798;618-658;957-1015;220-285","Bryan","Rust","r","2016-11-13 00:00:00+00"
2016,20217,"pit",8475810,2,"186-208;1155-1182;330-386;707-767","Bryan","Rust","r","2016-11-13 00:00:00+00"
2016,20217,"pit",8475810,3,"697-726;50-85;217-254;984-1036;750-812;399-463;418-418","Bryan","Rust","r","2016-11-13 00:00:00+00"
2016,20217,"pit",8475832,1,"125-159;843-882;295-335;439-483;1026-1072","Tom","Kuhnhackl","r","2016-11-13 00:00:00+00"
2016,20217,"pit",8475832,2,"608-615;451-488;1106-1144;95-141;847-896;208-270","Tom","Kuhnhackl","r","2016-11-13 00:00:00+00"
2016,20217,"pit",8475832,3,"139-162;654-697;874-925;301-354;517-574","Tom","Kuhnhackl","r","2016-11-13 00:00:00+00"
2016,20217,"pit",8477839,1,"1072-1105;564-608;708-752;916-960;159-208;0-55;372-438","Conor","Sheary","l","2016-11-13 00:00:00+00"
2016,20217,"pit",8477839,2,"79-95;896-933;270-330;615-679;985-1106","Conor","Sheary","l","2016-11-13 00:00:00+00"
2016,20217,"pit",8477839,3,"726-750;0-35;1089-1126;574-614;162-217;925-984;354-418","Conor","Sheary","l","2016-11-13 00:00:00+00"
2016,20217,"tor",8477939,1,"882-916;184-222;1100-1147;607-656;370-423;0-55;713-773","William","Nylander","c","2016-11-13 00:00:00+00"
2016,20217,"tor",8477939,2,"270-281;1182-1200;186-208;898-933;1078-1121;800-844;540-618","William","Nylander","c","2016-11-13 00:00:00+00"
2016,20217,"tor",8477939,3,"0-21;533-571;726-767;1135-1178;180-225;935-984;354-418","William","Nylander","c","2016-11-13 00:00:00+00"
2016,20233,"nsh",8467370,1,"141-149;640-667;817-844;572-606;409-448;24-64;960-1032;217-304","Mike","Fisher","c","2016-11-16 00:30:00+00"
2016,20233,"nsh",8467370,2,"122-145","Mike","Fisher","c","2016-11-16 00:30:00+00"
2016,20233,"nsh",8467370,3,"513-533;1155-1185;958-995;101-142;329-373;652-697;811-905","Mike","Fisher","c","2016-11-16 00:30:00+00"
2016,20233,"nsh",8467371,1,"513-518;304-350;526-572;667-718;64-116;1073-1126;844-912","Mike","Ribeiro","c","2016-11-16 00:30:00+00"
2016,20233,"nsh",8467371,2,"286-288;897-928;433-472;1059-1099;653-730;37-120","Mike","Ribeiro","c","2016-11-16 00:30:00+00"
2016,20233,"nsh",8467371,3,"566-604;995-1039;280-329;35-101;438-513;697-790","Mike","Ribeiro","c","2016-11-16 00:30:00+00"
2016,20233,"nsh",8471707,1,"1169-1200;606-640;0-39;182-227;772-822;344-396;1008-1073;448-516;1073-1073","James","Neal","r","2016-11-16 00:30:00+00"
2016,20233,"nsh",8471707,2,"120-122;1198-1200;206-227;480-507;397-433;969-1005;854-891;1099-1149;0-62;577-655;725-805;271-359","James","Neal","r","2016-11-16 00:30:00+00"
2016,20233,"nsh",8471707,3,"905-923;533-566;0-38;750-790;1039-1080;604-648;218-280;373-438","James","Neal","r","2016-11-16 00:30:00+00"
2016,20233,"nsh",8471760,1,"518-526;396-409;888-919;1126-1170;718-768;118-182","Cody","Bass","c","2016-11-16 00:30:00+00"
2016,20233,"nsh",8471760,2,"472-480;507-549;1005-1059","Cody","Bass","c","2016-11-16 00:30:00+00"
2016,20233,"nsh",8471760,3,"1185-1200;1096-1128;923-958;142-210","Cody","Bass","c","2016-11-16 00:30:00+00"
2016,20233,"nsh",8474569,1,"487-518;844-888;304-350;526-572;667-718;1073-1126;64-118","Colin","Wilson","l","2016-11-16 00:30:00+00"
2016,20233,"nsh",8474569,2,"433-472;928-969;771-813;1099-1149;597-653;62-120","Colin","Wilson","l","2016-11-16 00:30:00+00"
2016,20233,"nsh",8474569,3,"790-811;566-604;995-1039;702-750;280-329;438-500;22-90","Colin","Wilson","l","2016-11-16 00:30:00+00"
2016,20233,"nsh",8475225,1,"516-518;64-105;526-568;667-718;1073-1126;289-344;844-906","Craig","Smith","r","2016-11-16 00:30:00+00"
2016,20233,"nsh",8475225,2,"852-854;442-472;891-928;1062-1099;227-271;62-120;655-725","Craig","Smith","r","2016-11-16 00:30:00+00"
2016,20233,"nsh",8475225,3,"790-811;566-604;280-323;38-82;438-482;995-1039;684-750","Craig","Smith","r","2016-11-16 00:30:00+00"
2016,20233,"nsh",8475714,1,"822-844;39-64;640-667;568-606;409-448;960-1008;227-289","Calle","Jarnkrok","c","2016-11-16 00:30:00+00"
2016,20233,"nsh",8475714,2,"543-577;928-969;227-271;805-852;1149-1200;120-184;366-433","Calle","Jarnkrok","c","2016-11-16 00:30:00+00"
2016,20233,"nsh",8475714,3,"1155-1185;648-684;958-995;323-373;482-533;82-142;811-905","Calle","Jarnkrok","c","2016-11-16 00:30:00+00"
2016,20233,"nsh",8475766,1,"518-526;396-409;1126-1169;718-772;906-960;105-182","Austin","Watson","l","2016-11-16 00:30:00+00"
2016,20233,"nsh",8475766,2,"472-480;911-928;170-206;507-543;359-397;1005-1062;625-730","Austin","Watson","l","2016-11-16 00:30:00+00"
2016,20233,"nsh",8475766,3,"373-383;1185-1200;923-958;1080-1155;142-218","Austin","Watson","l","2016-11-16 00:30:00+00"
2016,20233,"nsh",8475793,1,"0-24;1170-1200;606-640;1032-1073;772-817;350-396;448-513;149-217","Ryan","Johansen","c","2016-11-16 00:30:00+00"
2016,20233,"nsh",8475793,2,"480-507;969-1005;0-37;854-897;1099-1149;543-597;730-805;271-359","Ryan","Johansen","c","2016-11-16 00:30:00+00"
2016,20233,"nsh",8475793,3,"905-923;790-811;533-566;0-35;604-652;383-438;1039-1096;210-280","Ryan","Johansen","c","2016-11-16 00:30:00+00"
2016,20233,"nsh",8476887,1,"44-64;640-667;1170-1200;808-844;572-609;409-448;960-1032;227-304","Filip","Forsberg","l","2016-11-16 00:30:00+00"
2016,20233,"nsh",8476887,2,"549-577;335-366;397-433;969-1005;1059-1099;730-771;854-897;122-170;1149-1198","Filip","Forsberg","l","2016-11-16 00:30:00+00"
2016,20233,"nsh",8476887,3,"905-923;500-533;604-640;750-790;329-373;90-142;1039-1096","Filip","Forsberg","l","2016-11-16 00:30:00+00"
2016,20233,"nsh",8476925,1,"518-526;396-409;116-141;1126-1170;912-960;718-772","Colton","Sissons","c","2016-11-16 00:30:00+00"
2016,20233,"nsh",8476925,2,"472-480;433-442;897-911;184-206;507-543;359-397;813-854;1005-1059","Colton","Sissons","c","2016-11-16 00:30:00+00"
2016,20233,"nsh",8476925,3,"373-383;1185-1200;923-958;1096-1155;142-210","Colton","Sissons","c","2016-11-16 00:30:00+00"
2016,20233,"tor",8477939,1,"451-488;208-254;526-572;844-895;1073-1124;64-116;667-733","William","Nylander","c","2016-11-16 00:30:00+00"
2016,20233,"tor",8477939,2,"798-817;186-227;928-969;391-433;545-587;96-145;1149-1200","William","Nylander","c","2016-11-16 00:30:00+00"
2016,20233,"tor",8477939,3,"904-923;566-604;995-1039;698-750;271-331;438-501;35-102;923-923","William","Nylander","c","2016-11-16 00:30:00+00"
2016,20233,"nsh",8478042,1,"609-640;448-487;768-808;919-960;1032-1073;0-44;182-227;350-396","Viktor","Arvidsson","l","2016-11-16 00:30:00+00"
2016,20233,"nsh",8478042,2,"120-122;206-227;480-507;928-969;288-335;577-625;805-854;1149-1200;0-62;969-969","Viktor","Arvidsson","l","2016-11-16 00:30:00+00"
2016,20233,"nsh",8478042,3,"0-22;533-566;958-995;383-438;1128-1185;640-702;210-280;811-905","Viktor","Arvidsson","l","2016-11-16 00:30:00+00"
2016,20247,"fla",8448208,1,"801-830;421-452;508-546;313-355;890-935;86-164;1073-1159","Jaromir","Jagr","r","2016-11-18 00:30:00+00"
2016,20247,"fla",8448208,2,"431-465;0-45;230-278;770-818;1011-1068","Jaromir","Jagr","r","2016-11-18 00:30:00+00"
2016,20247,"fla",8448208,3,"620-664;752-810;347-408;1025-1088;96-186","Jaromir","Jagr","r","2016-11-18 00:30:00+00"
2016,20247,"fla",8468001,1,"1186-1200;546-586;213-255;709-753;0-50;936-988","Derek","MacKenzie","c","2016-11-18 00:30:00+00"
2016,20247,"fla",8468001,2,"1133-1151;689-716;538-581;465-516;167-230;888-953","Derek","MacKenzie","c","2016-11-18 00:30:00+00"
2016,20247,"fla",8468001,3,"30-70;1125-1174;308-365;498-556;898-974","Derek","MacKenzie","c","2016-11-18 00:30:00+00"
2016,20247,"fla",8474098,1,"417-421;709-753;160-213;452-508;876-936;1073-1149","Colton","Sceviour","c","2016-11-18 00:30:00+00"
2016,20247,"fla",8474098,2,"689-716;431-465;0-39;538-581;232-285;1003-1061","Colton","Sceviour","c","2016-11-18 00:30:00+00"
2016,20247,"fla",8474098,3,"352-399;617-664;698-752;1025-1088;70-145","Colton","Sceviour","c","2016-11-18 00:30:00+00"
2016,20247,"fla",8475191,1,"50-51;76-86;988-1023;1159-1200;664-709;255-313;355-417;452-518","Reilly","Smith","r","2016-11-18 00:30:00+00"
2016,20247,"fla",8475191,2,"1190-1200;516-538;45-105;818-882;624-689;1068-1133;278-359","Reilly","Smith","r","2016-11-18 00:30:00+00"
2016,20247,"fla",8475191,3,"70-96;0-30;454-498;961-1025;241-308;664-752","Reilly","Smith","r","2016-11-18 00:30:00+00"
2016,20247,"fla",8475735,1,"51-76;753-790;213-255;546-594;0-50;936-988","Greg","McKegg","c","2016-11-18 00:30:00+00"
2016,20247,"fla",8475735,2,"581-624;888-931;465-514;1133-1190;167-232","Greg","McKegg","c","2016-11-18 00:30:00+00"
2016,20247,"fla",8475735,3,"30-70;308-352;498-545;1125-1174;898-961","Greg","McKegg","c","2016-11-18 00:30:00+00"
2016,20247,"fla",8476389,1,"1170-1200;988-1023;664-709;355-403;753-801;50-110;255-318;452-525","Vincent","Trocheck","c","2016-11-18 00:30:00+00"
2016,20247,"fla",8476389,2,"516-538;1076-1133;45-105;624-689;818-888;285-359","Vincent","Trocheck","c","2016-11-18 00:30:00+00"
2016,20247,"fla",8476389,3,"0-30;454-498;974-1025;241-308;664-752","Vincent","Trocheck","c","2016-11-18 00:30:00+00"
2016,20247,"fla",8476415,1,"51-76;217-255;546-594;0-50;935-988","Kyle","Rau","c","2016-11-18 00:30:00+00"
2016,20247,"fla",8476415,2,"1133-1151;465-516;174-230;882-953","Kyle","Rau","c","2016-11-18 00:30:00+00"
2016,20247,"fla",8476415,3,"308-347;1125-1174;498-553;898-961","Kyle","Rau","c","2016-11-18 00:30:00+00"
2016,20247,"fla",8476495,1,"417-421;164-213;1023-1073;830-890;594-664","Seth","Griffith","c","2016-11-18 00:30:00+00"
2016,20247,"fla",8476495,2,"716-770;953-1011;105-174;359-431","Seth","Griffith","c","2016-11-18 00:30:00+00"
2016,20247,"fla",8476495,3,"1174-1200;1088-1125;408-454;186-241;553-620;810-898","Seth","Griffith","c","2016-11-18 00:30:00+00"
2016,20247,"fla",8476539,1,"50-51;76-97;525-546;421-452;988-1023;1149-1186;790-830;355-417;255-318","Jonathan","Marchessault","c","2016-11-18 00:30:00+00"
2016,20247,"fla",8476539,2,"514-516;770-818;39-100;1061-1133;285-359","Jonathan","Marchessault","c","2016-11-18 00:30:00+00"
2016,20247,"fla",8476539,3,"664-698;438-498;961-1025;752-829;218-308","Jonathan","Marchessault","c","2016-11-18 00:30:00+00"
2016,20247,"fla",8477493,1,"518-546;421-452;796-830;318-355;890-936;110-164;1073-1170","Aleksander","Barkov","c","2016-11-18 00:30:00+00"
2016,20247,"fla",8477493,2,"431-465;581-624;0-45;1151-1200;230-285;1011-1076;765-851","Aleksander","Barkov","c","2016-11-18 00:30:00+00"
2016,20247,"fla",8477493,3,"620-664;752-810;365-425;1025-1088;70-186","Aleksander","Barkov","c","2016-11-18 00:30:00+00"
2016,20247,"tor",8477939,1,"888-910;0-43;709-753;546-596;936-990;144-216","William","Nylander","c","2016-11-18 00:30:00+00"
2016,20247,"tor",8477939,2,"432-443;465-515;656-716;939-1002;1133-1200;568-642;155-230","William","Nylander","c","2016-11-18 00:30:00+00"
2016,20247,"tor",8477939,3,"1175-1200;219-245;0-30;856-898;1025-1070;288-340;490-542","William","Nylander","c","2016-11-18 00:30:00+00"
2016,20247,"fla",8477955,1,"318-355;830-876;1023-1073;97-160;594-664","Jared","McCann","c","2016-11-18 00:30:00+00"
2016,20247,"fla",8477955,2,"851-888;100-167;359-431;931-1003","Jared","McCann","c","2016-11-18 00:30:00+00"
2016,20247,"fla",8477955,3,"1174-1200;1088-1125;399-438;829-898;545-617;145-218","Jared","McCann","c","2016-11-18 00:30:00+00"
2016,20247,"fla",8478843,1,"784-796;403-421;1023-1073;164-217;830-890;452-513;586-664","Denis","Malgin","c","2016-11-18 00:30:00+00"
2016,20247,"fla",8478843,2,"716-765;953-1011;105-167;359-431","Denis","Malgin","c","2016-11-18 00:30:00+00"
2016,20247,"fla",8478843,3,"1174-1200;425-454;1088-1125;698-752;186-241;556-620;810-898","Denis","Malgin","c","2016-11-18 00:30:00+00"
2016,20264,"mtl",8469521,1,"240-251;401-422;945-975;987-1021;67-120;740-805;1089-1157;548-618","Tomas","Plekanec","c","2016-11-20 00:00:00+00"
2016,20264,"mtl",8469521,2,"311-331;571-592;431-453;485-509;800-824;1103-1127;867-893;971-1013;1030-1075;88-151","Tomas","Plekanec","c","2016-11-20 00:00:00+00"
2016,20264,"mtl",8469521,3,"39-42;527-530;1195-1200;99-119;234-263;957-989;623-659;1034-1071;1099-1138;854-894;543-587;344-424","Tomas","Plekanec","c","2016-11-20 00:00:00+00"
2016,20264,"mtl",8471228,1,"922-945;43-67;251-289;618-671;422-492","Alexander","Radulov","r","2016-11-20 00:00:00+00"
2016,20264,"mtl",8471228,2,"592-621;926-955;527-571;1153-1200;251-305;27-99;666-748","Alexander","Radulov","r","2016-11-20 00:00:00+00"
2016,20264,"mtl",8471228,3,"659-681;933-957;276-302;424-455;160-194;587-623;0-42;718-811","Alexander","Radulov","r","2016-11-20 00:00:00+00"
2016,20264,"mtl",8471338,1,"67-76;975-987;313-344;1157-1200;120-177;805-865;1021-1089","Torrey","Mitchell","c","2016-11-20 00:00:00+00"
2016,20264,"mtl",8471338,2,"1013-1030;509-527;955-976;1127-1149;151-176;1075-1103;453-485;824-867;748-800;331-393","Torrey","Mitchell","c","2016-11-20 00:00:00+00"
2016,20264,"mtl",8471338,3,"623-628;530-543;1071-1099;243-276;894-933;119-160;484-527;989-1034;1138-1195","Torrey","Mitchell","c","2016-11-20 00:00:00+00"
2016,20264,"mtl",8471976,1,"0-43;865-918;492-548;344-401;177-240;671-740","David","Desharnais","c","2016-11-20 00:00:00+00"
2016,20264,"mtl",8471976,2,"0-27;893-926;393-431;621-666;176-247","David","Desharnais","c","2016-11-20 00:00:00+00"
2016,20264,"mtl",8471976,3,"811-838;455-484;681-718;194-234;302-344;42-99","David","Desharnais","c","2016-11-20 00:00:00+00"
2016,20264,"mtl",8474038,1,"975-987;925-945;43-67;251-289;813-871;1026-1099;945-945","Paul","Byron","l","2016-11-20 00:00:00+00"
2016,20264,"mtl",8474038,2,"1013-1030;485-506;431-457;1127-1153;1075-1103;926-955;527-571;32-78;249-298","Paul","Byron","l","2016-11-20 00:00:00+00"
2016,20264,"mtl",8474038,3,"659-681;165-194;592-623;957-989;420-455;263-300;1034-1071;0-39;1138-1195","Paul","Byron","l","2016-11-20 00:00:00+00"
2016,20264,"mtl",8474052,1,"608-618;548-564;779-813;1157-1200;289-339;120-177","Chris","Terry","l","2016-11-20 00:00:00+00"
2016,20264,"mtl",8474052,2,"955-971;871-893;151-176;824-867;331-390;710-789","Chris","Terry","l","2016-11-20 00:00:00+00"
2016,20264,"mtl",8474052,3,"861-894;491-526;119-160","Chris","Terry","l","2016-11-20 00:00:00+00"
2016,20264,"mtl",8474157,1,"987-1026;0-43;871-925;492-548;344-401;181-240;671-740","Max","Pacioretty","l","2016-11-20 00:00:00+00"
2016,20264,"mtl",8474157,2,"1103-1127;0-27;893-926;390-431;621-666;1030-1075;176-249","Max","Pacioretty","l","2016-11-20 00:00:00+00"
2016,20264,"mtl",8474157,3,"455-484;681-712;194-234;989-1034;811-858;42-99;300-358","Max","Pacioretty","l","2016-11-20 00:00:00+00"
2016,20264,"mtl",8475848,1,"240-251;945-975;76-120;564-608;618-671;1099-1157;408-492","Brendan","Gallagher","r","2016-11-20 00:00:00+00"
2016,20264,"mtl",8475848,2,"27-32;305-331;789-824;1164-1200;971-1013;571-621;99-151","Brendan","Gallagher","r","2016-11-20 00:00:00+00"
2016,20264,"mtl",8475848,3,"1195-1200;234-243;628-659;86-119;894-933;1084-1138;526-587;344-424;712-811","Brendan","Gallagher","r","2016-11-20 00:00:00+00"
2016,20264,"mtl",8476381,1,"0-43;871-922;492-548;177-240;339-408;671-779","Andrew","Shaw","c","2016-11-20 00:00:00+00"
2016,20264,"mtl",8476381,2,"0-27;893-926;393-431;176-251;621-710","Andrew","Shaw","c","2016-11-20 00:00:00+00"
2016,20264,"mtl",8476381,3,"681-712;455-491;194-234;302-344;42-86;811-861;1138-1195","Andrew","Shaw","c","2016-11-20 00:00:00+00"
2016,20264,"mtl",8476479,1,"1157-1200;137-181;289-344;809-871","Phillip","Danault","l","2016-11-20 00:00:00+00"
2016,20264,"mtl",8476479,2,"506-527;151-176;457-485;1133-1164;976-1013;824-873;748-800;331-393","Phillip","Danault","l","2016-11-20 00:00:00+00"
2016,20264,"mtl",8476479,3,"39-42;1195-1200;712-718;99-119;234-263;623-659;858-894;543-592;358-420;1071-1138","Phillip","Danault","l","2016-11-20 00:00:00+00"
2016,20264,"mtl",8476851,1,"408-413;43-67;918-945;618-671;251-313;422-492","Alex","Galchenyuk","c","2016-11-20 00:00:00+00"
2016,20264,"mtl",8476851,2,"592-621;926-955;527-571;1149-1200;27-88;247-311;666-748;32-32","Alex","Galchenyuk","c","2016-11-20 00:00:00+00"
2016,20264,"mtl",8476851,3,"659-681;933-957;424-455;160-194;587-623;0-39;263-302;718-811","Alex","Galchenyuk","c","2016-11-20 00:00:00+00"
2016,20264,"mtl",8476948,1,"240-251;401-422;945-975;1099-1157;740-809;67-137;548-618","Charles","Hudon","l","2016-11-20 00:00:00+00"
2016,20264,"mtl",8476948,2,"867-871;955-971;873-893;571-592;800-824;298-331;78-151","Charles","Hudon","l","2016-11-20 00:00:00+00"
2016,20264,"mtl",8476948,3,"1077-1084;119-165;484-543;894-957","Charles","Hudon","l","2016-11-20 00:00:00+00"
2016,20264,"tor",8477939,1,"398-422;921-945;0-45;763-815;175-240;1025-1109","William","Nylander","c","2016-11-20 00:00:00+00"
2016,20264,"tor",8477939,2,"0-11;151-176;926-955;485-527;750-805;1013-1075;328-393;527-527","William","Nylander","c","2016-11-20 00:00:00+00"
2016,20264,"tor",8477939,3,"623-659;1035-1072;193-234;302-347;436-486;1138-1195;39-100;893-957","William","Nylander","c","2016-11-20 00:00:00+00"
2016,20284,"car",8469508,1,"140-152;277-299;704-727;1041-1069;1165-1200;479-526;822-881","Jay","McClement","c","2016-11-23 00:00:00+00"
2016,20284,"car",8469508,2,"933-944;227-239;294-318;787-813;253-280;100-140;1018-1058;538-579","Jay","McClement","c","2016-11-23 00:00:00+00"
2016,20284,"car",8469508,3,"981-1002;661-685;832-861;1171-1200;281-316;105-148;486-535","Jay","McClement","c","2016-11-23 00:00:00+00"
