"season","date","gameId","eventId","period","periodType","time","aScore","hScore","aSkaters","hSkaters","hZone","locX","locY","desc","type","subtype","team","teamIceSit","p1","p2","p3","p1Role","p2Role","p3Role","aS1","aS2","aS3","aS4","aS5","aS6","aG","hS1","hS2","hS3","hS4","hS5","hS6","hG"
20152016,20160531,30411,168,2,"regular",345,1,2,5,5,"n",-19,23,"Sidney Crosby faceoff won against Joe Thornton","faceoff",NULL,"pit","home",8471675,8466138,NULL,"winner","loser",NULL,8470794,8476881,8470613,8466138,8468542,NULL,8474889,8475208,8471724,8477839,8471887,8471675,NULL,8476899
20152016,20160531,30411,169,2,"regular",371,1,2,5,5,"d",93,17,"Kris Letang","giveaway",NULL,"pit","home",8471724,NULL,NULL,"giver",NULL,NULL,8470794,8476881,8470613,8466138,8468542,NULL,8474889,8475208,8471724,8477839,8471887,8471675,NULL,8476899
20152016,20160531,30411,170,2,"regular",386,1,2,5,5,"n",8,-9,"Kris Letang hit Patrick Marleau","hit",NULL,"pit","home",8466139,8471724,NULL,"hittee","hitter",NULL,8474053,8475820,8470613,8466139,8468542,NULL,8474889,8475208,8471724,8477839,8471887,8471675,NULL,8476899
20152016,20160531,30411,171,2,"regular",402,1,2,5,5,"d",68,2,"Olli Maatta","takeaway",NULL,"pit","home",8476874,NULL,NULL,"taker",NULL,NULL,8471392,8474053,8475820,8466139,8475455,NULL,8474889,8475810,8476874,8471724,8471215,8470543,NULL,8476899
20152016,20160531,30411,172,2,"regular",407,1,2,5,5,"o",-66,-5,"Evgeni Malkin Wrist Shot saved by Martin Jones","shot","wrist shot","pit","home",8471215,8474889,NULL,"shooter","goalie",NULL,8471392,8474053,8475820,8466139,8475455,NULL,8474889,8475810,8476874,8471724,8471215,8470543,NULL,8476899
20152016,20160531,30411,173,2,"regular",408,1,2,5,5,NULL,NULL,NULL,"Goalie Stopped","stop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8471392,8474053,8475820,8466139,8475455,NULL,8474889,8475810,8476874,8471724,8471215,8470543,NULL,8476899
20152016,20160531,30411,174,2,"regular",408,1,2,5,5,"o",-69,-22,"Evgeni Malkin faceoff won against Nick Spaling","faceoff",NULL,"pit","home",8471215,8474096,NULL,"winner","loser",NULL,8474027,8474096,8464977,8474739,8471709,NULL,8474889,8475810,8474602,8471215,8470543,8474013,NULL,8476899
20152016,20160531,30411,175,2,"regular",414,1,2,5,5,"o",-36,-12,"Evgeni Malkin Snap Shot saved by Martin Jones","shot","snap shot","pit","home",8471215,8474889,NULL,"shooter","goalie",NULL,8474027,8474096,8464977,8474739,8471709,NULL,8474889,8475810,8474602,8471215,8470543,8474013,NULL,8476899
20152016,20160531,30411,176,2,"regular",436,1,2,5,5,"o",-48,40,"Brenden Dillon hit Bryan Rust","hit",NULL,"sjs","away",8475810,8475455,NULL,"hittee","hitter",NULL,8471392,8474096,8464977,8474739,8475455,NULL,8474889,8475810,8474602,8471215,8470543,8474013,NULL,8476899
20152016,20160531,30411,177,2,"regular",446,1,2,5,5,"d",57,-25,"Ian Cole blocked shot from Roman Polak","blocked_shot",NULL,"sjs","away",8474013,8471392,NULL,"blocker","shooter",NULL,8471392,8477922,8474096,8474739,8475455,NULL,8474889,8475810,8474602,8470543,8474009,8474013,NULL,8476899
20152016,20160531,30411,178,2,"regular",460,1,2,5,5,NULL,NULL,NULL,"Offside","stop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8477922,8468208,8470613,8476919,8468542,NULL,8474889,8474602,8473548,8470543,8474009,8474013,NULL,8476899
20152016,20160531,30411,179,2,"regular",460,1,2,5,5,"n",20,-22,"Nick Bonino faceoff won against Chris Tierney","faceoff",NULL,"pit","home",8474009,8476919,NULL,"winner","loser",NULL,8477922,8468208,8470613,8476919,8468542,NULL,8474889,8474176,8476874,8473548,8473933,8474009,NULL,8476899
20152016,20160531,30411,180,2,"regular",467,1,2,5,5,"d",77,-18,"Olli Maatta","giveaway",NULL,"pit","home",8476874,NULL,NULL,"giver",NULL,NULL,8477922,8468208,8470613,8476919,8468542,NULL,8474889,8474176,8476874,8473548,8473933,8474009,NULL,8476899
20152016,20160531,30411,181,2,"regular",477,1,2,5,5,NULL,NULL,NULL,"High Stick","stop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8477922,8468208,8470613,8476919,8468542,NULL,8474889,8474176,8476874,8473548,8473933,8474009,NULL,8476899
20152016,20160531,30411,182,2,"regular",477,1,2,5,5,"n",20,-22,"Matt Cullen faceoff won against Joe Pavelski","faceoff",NULL,"pit","home",8464989,8470794,NULL,"winner","loser",NULL,8470794,8474027,8476881,8466138,8471709,NULL,8474889,8475208,8471724,8470611,8475832,8464989,NULL,8476899
20152016,20160531,30411,183,2,"regular",490,1,2,5,5,"o",-97,8,"Tom Kuhnhackl hit Marc-Edouard Vlasic","hit",NULL,"pit","home",8471709,8475832,NULL,"hittee","hitter",NULL,8470794,8474027,8476881,8466138,8471709,NULL,8474889,8475208,8471724,8470611,8475832,8464989,NULL,8476899
20152016,20160531,30411,184,2,"regular",508,1,2,5,5,"o",-96,31,"Tom Kuhnhackl hit Marc-Edouard Vlasic","hit",NULL,"pit","home",8471709,8475832,NULL,"hittee","hitter",NULL,8470794,8474027,8476881,8466138,8471709,NULL,8474889,8475208,8471724,8471887,8475832,8464989,NULL,8476899
20152016,20160531,30411,185,2,"regular",508,1,2,5,5,"o",-79,29,"Marc-Edouard Vlasic","giveaway",NULL,"sjs","away",8471709,NULL,NULL,"giver",NULL,NULL,8470794,8474027,8476881,8466138,8471709,NULL,8474889,8475208,8471724,8471887,8475832,8464989,NULL,8476899
20152016,20160531,30411,186,2,"regular",518,1,2,5,5,"o",-79,-38,"Patric Hornqvist","takeaway",NULL,"pit","home",8471887,NULL,NULL,"taker",NULL,NULL,8470794,8474027,8476881,8466138,8471709,NULL,8474889,8475208,8471724,8477839,8471887,8471675,NULL,8476899
20152016,20160531,30411,187,2,"regular",581,1,2,5,5,"d",55,1,"Dainius Zubrus Slap Shot saved by Matthew Murray","shot","slap shot","sjs","away",8464977,8476899,NULL,"shooter","goalie",NULL,8474096,8464977,8474739,8470613,8468542,NULL,8474889,8475810,8474602,8471215,8470543,8474013,NULL,8476899
20152016,20160531,30411,188,2,"regular",589,1,2,5,5,"d",96,-21,"Tommy Wingels hit Ian Cole","hit",NULL,"sjs","away",8474013,8474739,NULL,"hittee","hitter",NULL,8474096,8464977,8474739,8470613,8468542,NULL,8474889,8475810,8474602,8471215,8470543,8474013,NULL,8476899
20152016,20160531,30411,189,2,"regular",600,1,2,5,5,NULL,NULL,NULL,"Icing","stop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8477922,8468208,8470613,8476919,8468542,NULL,8474889,8475208,8473548,8471215,8470543,8474013,NULL,8476899
20152016,20160531,30411,190,2,"regular",600,1,2,5,5,"o",-69,-22,"Carl Hagelin faceoff won against Joel Ward","faceoff",NULL,"pit","home",8474176,8468208,NULL,"winner","loser",NULL,8477922,8468208,8470613,8476919,8468542,NULL,8474889,8474176,8475208,8471724,8473548,8474009,NULL,8476899
20152016,20160531,30411,191,2,"regular",615,1,2,5,5,"o",-79,-8,"Brent Burns blocked shot from Phil Kessel","blocked_shot",NULL,"pit","home",8470613,8473548,NULL,"blocker","shooter",NULL,8477922,8468208,8470613,8476919,8468542,NULL,8474889,8474176,8475208,8471724,8473548,8474009,NULL,8476899
20152016,20160531,30411,192,2,"regular",625,1,2,5,5,"o",-58,3,"Carl Hagelin Snap Shot saved by Martin Jones","shot","snap shot","pit","home",8474176,8474889,NULL,"shooter","goalie",NULL,8477922,8468208,8470613,8476919,8468542,NULL,8474889,8474176,8475208,8471724,8473548,8474009,NULL,8476899
20152016,20160531,30411,193,2,"regular",647,1,2,5,5,"d",69,2,"Nick Bonino blocked shot from Brenden Dillon","blocked_shot",NULL,"sjs","away",8474009,8475455,NULL,"blocker","shooter",NULL,8471392,8477922,8468208,8476919,8475455,NULL,8474889,8474176,8475208,8471724,8473548,8474009,NULL,8476899
20152016,20160531,30411,194,2,"regular",650,1,2,5,5,NULL,NULL,NULL,"Puck in Benches","stop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8471392,8477922,8468208,8476919,8475455,NULL,8474889,8474176,8475208,8471724,8473548,8474009,NULL,8476899
20152016,20160531,30411,195,2,"regular",650,1,2,5,5,"n",20,23,"Joe Thornton faceoff won against Sidney Crosby","faceoff",NULL,"sjs","away",8466138,8471675,NULL,"winner","loser",NULL,8470794,8476881,8470613,8466138,8468542,NULL,8474889,8475208,8471724,8471887,8477839,8471675,NULL,8476899
20152016,20160531,30411,196,2,"regular",659,1,2,5,5,"d",60,-9,"Sidney Crosby blocked shot from Tomas Hertl","blocked_shot",NULL,"sjs","away",8471675,8476881,NULL,"blocker","shooter",NULL,8470794,8476881,8470613,8466138,8468542,NULL,8474889,8475208,8471724,8477839,8471887,8471675,NULL,8476899
20152016,20160531,30411,197,2,"regular",666,1,2,5,5,"d",84,-40,"Joe Thornton","giveaway",NULL,"sjs","away",8466138,NULL,NULL,"giver",NULL,NULL,8470794,8476881,8470613,8466138,8468542,NULL,8474889,8475208,8471724,8477839,8471887,8471675,NULL,8476899
20152016,20160531,30411,198,2,"regular",676,1,2,5,5,"d",45,-10,"Brent Burns Snap Shot saved by Matthew Murray","shot","snap shot","sjs","away",8470613,8476899,NULL,"shooter","goalie",NULL,8470794,8476881,8470613,8466138,8468542,NULL,8474889,8475208,8471724,8477839,8471887,8471675,NULL,8476899
20152016,20160531,30411,199,2,"regular",677,1,2,5,5,NULL,NULL,NULL,"Goalie Stopped","stop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8470794,8476881,8470613,8466138,8468542,NULL,8474889,8475208,8471724,8471887,8477839,8471675,NULL,8476899
20152016,20160531,30411,200,2,"regular",677,1,2,5,5,"d",69,-22,"Logan Couture faceoff won against Matt Cullen","faceoff",NULL,"sjs","away",8474053,8464989,NULL,"winner","loser",NULL,8471392,8474053,8475820,8466139,8475455,NULL,8474889,8476874,8473933,8470611,8475832,8464989,NULL,8476899
20152016,20160531,30411,201,2,"regular",703,1,2,5,5,"d",95,-3,"Patrick Marleau","giveaway",NULL,"sjs","away",8466139,NULL,NULL,"giver",NULL,NULL,8471392,8474053,8475820,8466139,8475455,NULL,8474889,8476874,8473933,8470611,8475832,8464989,NULL,8476899
20152016,20160531,30411,202,2,"regular",720,1,2,5,5,"o",-79,31,"Bryan Rust - Wide of Net","missed_shot",NULL,"pit","home",8475810,NULL,NULL,"shooter",NULL,NULL,8471392,8474096,8474739,8466139,8475455,NULL,8474889,8475810,8474602,8464989,8475832,8474013,NULL,8476899
20152016,20160531,30411,203,2,"regular",734,1,2,5,5,"o",-58,7,"Justin Schultz Backhand saved by Martin Jones","shot","backhand","pit","home",8474602,8474889,NULL,"shooter","goalie",NULL,8471392,8474096,8474739,8466139,8475455,NULL,8474889,8475810,8474602,8471215,8470543,8474013,NULL,8476899
20152016,20160531,30411,204,2,"regular",737,1,2,5,5,"o",-93,-33,"Justin Schultz hit Nick Spaling","hit",NULL,"pit","home",8474096,8474602,NULL,"hittee","hitter",NULL,8471392,8474096,8474739,8466139,8475455,NULL,8474889,8475810,8474602,8471215,8470543,8474013,NULL,8476899
20152016,20160531,30411,205,2,"regular",764,1,2,5,5,"o",-48,8,"Evgeni Malkin","giveaway",NULL,"pit","home",8471215,NULL,NULL,"giver",NULL,NULL,8471392,8474096,8474739,8466139,8475455,NULL,8474889,8475810,8474602,8471215,8470543,8474013,NULL,8476899
20152016,20160531,30411,206,2,"regular",773,1,2,5,5,"n",12,-39,"Tommy Wingels hit Evgeni Malkin","hit",NULL,"sjs","away",8471215,8474739,NULL,"hittee","hitter",NULL,8471392,8477922,8474739,8476919,8475455,NULL,8474889,8475810,8474602,8471215,8470543,8474013,NULL,8476899
20152016,20160531,30411,207,2,"regular",775,1,2,5,5,"o",-35,-23,"Chris Kunitz Wrist Shot saved by Martin Jones","shot","wrist shot","pit","home",8470543,8474889,NULL,"shooter","goalie",NULL,8471392,8477922,8474739,8476919,8475455,NULL,8474889,8475810,8474602,8471215,8470543,8474013,NULL,8476899
20152016,20160531,30411,208,2,"regular",782,1,2,5,5,NULL,NULL,NULL,"Offside","stop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8471392,8477922,8468208,8476919,8475455,NULL,8474889,8474176,8475208,8471724,8473548,8474009,NULL,8476899
20152016,20160531,30411,209,2,"regular",782,1,2,5,5,"o",-69,-22,"Nick Bonino faceoff won against Joel Ward","faceoff",NULL,"pit","home",8474009,8468208,NULL,"winner","loser",NULL,8477922,8474027,8468208,8476919,8471709,NULL,8474889,8474176,8475208,8471724,8473548,8474009,NULL,8476899
20152016,20160531,30411,210,2,"regular",790,1,2,5,5,"o",-78,1,"Nick Bonino Wrist Shot saved by Martin Jones","shot","wrist shot","pit","home",8474009,8474889,NULL,"shooter","goalie",NULL,8477922,8474027,8468208,8476919,8471709,NULL,8474889,8474176,8475208,8471724,8473548,8474009,NULL,8476899
20152016,20160531,30411,211,2,"regular",791,1,2,5,5,NULL,NULL,NULL,"Goalie Stopped","stop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8477922,8474027,8468208,8476919,8471709,NULL,8474889,8474176,8475208,8471724,8473548,8474009,NULL,8476899
20152016,20160531,30411,212,2,"regular",791,1,2,5,5,"o",-69,22,"Joe Thornton faceoff won against Nick Bonino","faceoff",NULL,"sjs","away",8466138,8474009,NULL,"winner","loser",NULL,8470794,8476881,8470613,8466138,8468542,NULL,8474889,8474176,8475208,8471724,8473548,8474009,NULL,8476899
20152016,20160531,30411,213,2,"regular",813,1,2,5,5,"d",68,-1,"Nick Bonino blocked shot from Brent Burns","blocked_shot",NULL,"sjs","away",8474009,8470613,NULL,"blocker","shooter",NULL,8470794,8476881,8470613,8466138,8468542,NULL,8474889,8474176,8475208,8471724,8473548,8474009,NULL,8476899
20152016,20160531,30411,214,2,"regular",819,1,2,5,5,"d",69,16,"Nick Bonino","takeaway",NULL,"pit","home",8474009,NULL,NULL,"taker",NULL,NULL,8470794,8476881,8470613,8466138,8468542,NULL,8474889,8474176,8475208,8471724,8473548,8474009,NULL,8476899
20152016,20160531,30411,215,2,"regular",831,1,2,5,5,"o",-66,17,"Joe Pavelski blocked shot from Carl Hagelin","blocked_shot",NULL,"pit","home",8470794,8474176,NULL,"blocker","shooter",NULL,8470794,8476881,8470613,8466138,8468542,NULL,8474889,8474176,8471724,8476874,8473548,8471675,NULL,8476899
20152016,20160531,30411,216,2,"regular",844,1,2,5,5,"d",91,39,"Joe Pavelski hit Ben Lovejoy","hit",NULL,"sjs","away",8473933,8470794,NULL,"hittee","hitter",NULL,8470794,8476881,8470613,8466138,8468542,NULL,8474889,8476874,8477839,8473933,8471887,8471675,NULL,8476899
20152016,20160531,30411,217,2,"regular",890,1,2,5,5,"d",96,17,"Ian Cole hit Melker Karlsson","hit",NULL,"pit","home",8477922,8474013,NULL,"hittee","hitter",NULL,8471392,8477922,8474739,8476919,8475455,NULL,8474889,8476874,8477839,8471887,8471675,8474013,NULL,8476899
20152016,20160531,30411,218,2,"regular",901,1,2,5,5,"d",48,-17,"Patric Hornqvist blocked shot from Roman Polak","blocked_shot",NULL,"sjs","away",8471887,8471392,NULL,"blocker","shooter",NULL,8471392,8477922,8474739,8476919,8475455,NULL,8474889,8476874,8477839,8471887,8471675,8474013,NULL,8476899
20152016,20160531,30411,219,2,"regular",908,1,2,5,5,"n",-19,-41,"Brenden Dillon hit Conor Sheary","hit",NULL,"sjs","away",8477839,8475455,NULL,"hittee","hitter",NULL,8471392,8477922,8474096,8474739,8475455,NULL,8474889,8476874,8477839,8471887,8471675,8474013,NULL,8476899
20152016,20160531,30411,220,2,"regular",920,1,2,5,5,"d",99,-19,"Nick Spaling hit Evgeni Malkin","hit",NULL,"sjs","away",8471215,8474096,NULL,"hittee","hitter",NULL,8471392,8475820,8474096,8464977,8475455,NULL,8474889,8475810,8474602,8471215,8470543,8474013,NULL,8476899
20152016,20160531,30411,221,2,"regular",936,1,2,5,5,"d",63,29,"Nick Spaling Slap Shot saved by Matthew Murray","shot","slap shot","sjs","away",8474096,8476899,NULL,"shooter","goalie",NULL,8471392,8475820,8474096,8464977,8475455,NULL,8474889,8475810,8474602,8471215,8470543,8474013,NULL,8476899
20152016,20160531,30411,222,2,"regular",952,1,2,5,5,"d",82,-40,"Ian Cole hit Joonas Donskoi","hit",NULL,"pit","home",8475820,8474013,NULL,"hittee","hitter",NULL,8474053,8475820,8470613,8466139,8468542,NULL,8474889,8475810,8474602,8471215,8470543,8474013,NULL,8476899
20152016,20160531,30411,223,2,"regular",963,1,2,5,5,"d",72,-5,"Ian Cole blocked shot from Brent Burns","blocked_shot",NULL,"sjs","away",8474013,8470613,NULL,"blocker","shooter",NULL,8474053,8475820,8470613,8466139,8468542,NULL,8474889,8475810,8474602,8471215,8470543,8474013,NULL,8476899
20152016,20160531,30411,224,2,"regular",992,1,2,5,5,"d",60,-9,"Brian Dumoulin blocked shot from Roman Polak","blocked_shot",NULL,"sjs","away",8475208,8471392,NULL,"blocker","shooter",NULL,8471392,8470794,8476881,8466138,8475455,NULL,8474889,8475208,8474602,8470611,8475832,8464989,NULL,8476899
20152016,20160531,30411,225,2,"regular",1019,1,2,5,5,NULL,NULL,NULL,"Puck in Crowd","stop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8471392,8477922,8474027,8468208,8476919,NULL,8474889,8474176,8475208,8471724,8473548,8464989,NULL,8476899
20152016,20160531,30411,226,2,"regular",1019,1,2,5,5,"n",1,1,"Nick Bonino faceoff won against Chris Tierney","faceoff",NULL,"pit","home",8474009,8476919,NULL,"winner","loser",NULL,8477922,8474027,8468208,8476919,8471709,NULL,8474889,8474176,8474602,8473548,8474009,8474013,NULL,8476899
20152016,20160531,30411,227,2,"regular",1047,1,2,5,5,"d",88,-29,"Ian Cole","giveaway",NULL,"pit","home",8474013,NULL,NULL,"giver",NULL,NULL,8477922,8474027,8468208,8476919,8471709,NULL,8474889,8474176,8474602,8473548,8474009,8474013,NULL,8476899
20152016,20160531,30411,228,2,"regular",1083,1,2,5,5,"d",95,-33,"Olli Maatta hit Logan Couture","hit",NULL,"pit","home",8474053,8476874,NULL,"hittee","hitter",NULL,8474053,8475820,8470613,8466139,8468542,NULL,8474889,8476874,8477839,8473933,8471887,8471675,NULL,8476899
20152016,20160531,30411,229,2,"regular",1089,1,2,5,5,"d",33,-30,"Brent Burns Wrist Shot saved by Matthew Murray","shot","wrist shot","sjs","away",8470613,8476899,NULL,"shooter","goalie",NULL,8474053,8475820,8470613,8466139,8468542,NULL,8474889,8476874,8477839,8473933,8471887,8471675,NULL,8476899
20152016,20160531,30411,230,2,"regular",1092,1,2,5,5,"d",85,7,"Patrick Marleau (5) Backhand; assists: Brent Burns (16); Logan Couture (17)","goal","backhand","sjs","away",8470613,8474053,8466139,"assist1","assist2","scorer",8474053,8475820,8470613,8466139,8468542,NULL,8474889,8476874,8473933,8477839,8471887,8471675,NULL,8476899
20152016,20160531,30411,231,2,"regular",1092,2,2,5,5,"n",0,0,"Evgeni Malkin faceoff won against Joe Thornton","faceoff",NULL,"pit","home",8471215,8466138,NULL,"winner","loser",NULL,8470794,8474027,8476881,8466138,8471709,NULL,8474889,8475810,8475208,8471724,8471215,8470543,NULL,8476899
20152016,20160531,30411,232,2,"regular",1102,2,2,5,5,NULL,NULL,NULL,"Icing","stop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8470794,8474027,8476881,8466138,8471709,NULL,8474889,8475810,8475208,8471724,8471215,8470543,NULL,8476899
20152016,20160531,30411,233,2,"regular",1102,2,2,5,5,"d",69,-22,"Joe Pavelski faceoff won against Evgeni Malkin","faceoff",NULL,"sjs","away",8470794,8471215,NULL,"winner","loser",NULL,8470794,8476881,8470613,8466138,8471709,NULL,8474889,8475810,8475208,8471724,8471215,8470543,NULL,8476899
20152016,20160531,30411,234,2,"regular",1110,2,2,5,5,"d",36,-9,"Brent Burns - Over Net","missed_shot",NULL,"sjs","away",8470613,NULL,NULL,"shooter",NULL,NULL,8470794,8476881,8470613,8466138,8471709,NULL,8474889,8475810,8475208,8471724,8471215,8470543,NULL,8476899
20152016,20160531,30411,235,2,"regular",1116,2,2,5,5,"d",33,-18,"Brent Burns - Wide of Net","missed_shot",NULL,"sjs","away",8470613,NULL,NULL,"shooter",NULL,NULL,8470794,8476881,8470613,8466138,8471709,NULL,8474889,8475810,8475208,8471724,8471215,8470543,NULL,8476899
20152016,20160531,30411,236,2,"regular",1132,2,2,5,5,"d",92,8,"Joe Pavelski Tripping against Brian Dumoulin -- minor -- 2","penalty","tripping","sjs","away",8470794,8475208,NULL,"penaltyon","drewby",NULL,8470794,8476881,8470613,8466138,8471709,NULL,8474889,8475810,8475208,8471724,8471215,8470543,NULL,8476899
20152016,20160531,30411,237,2,"regular",1132,2,2,5,5,"n",17,-31,"Joe Thornton Roughing against Evgeni Malkin -- minor -- 2","penalty","roughing","sjs","away",8466138,8471215,NULL,"penaltyon","drewby",NULL,8470794,8476881,8470613,8466138,8471709,NULL,8474889,8475810,8475208,8471724,8471215,8470543,NULL,8476899
20152016,20160531,30411,238,2,"regular",1132,2,2,5,5,"d",30,-20,"Evgeni Malkin Slashing against Joe Thornton -- minor -- 2","penalty","slashing","pit","home",8471215,8466138,NULL,"penaltyon","drewby",NULL,8470794,8476881,8470613,8466138,8471709,NULL,8474889,8475810,8475208,8471724,8471215,8470543,NULL,8476899
20152016,20160531,30411,239,2,"regular",1132,2,2,4,5,"o",-69,22,"Sidney Crosby faceoff won against Chris Tierney","faceoff",NULL,"pit","home",8471675,8476919,NULL,"winner","loser",NULL,8477922,8474027,8471709,8476919,NULL,NULL,8474889,8471724,8474602,8473548,8471887,8471675,NULL,8476899
20152016,20160531,30411,240,2,"regular",1144,2,2,4,5,"o",-72,-20,"Phil Kessel Wrist Shot saved by Martin Jones","shot","wrist shot","pit","home",8473548,8474889,NULL,"shooter","goalie",NULL,8477922,8474027,8471709,8476919,NULL,NULL,8474889,8471724,8474602,8473548,8471887,8471675,NULL,8476899
20152016,20160531,30411,241,2,"regular",1184,2,2,4,5,"o",-60,-13,"Justin Braun blocked shot from Kris Letang","blocked_shot",NULL,"pit","home",8474027,8471724,NULL,"blocker","shooter",NULL,8477922,8474027,8471709,8476919,NULL,NULL,8474889,8471724,8474602,8473548,8471887,8471675,NULL,8476899
20152016,20160531,30411,242,2,"regular",1187,2,2,4,5,"o",-71,-40,"Patric Hornqvist hit Justin Braun","hit",NULL,"pit","home",8474027,8471887,NULL,"hittee","hitter",NULL,8477922,8474027,8471709,8476919,NULL,NULL,8474889,8471724,8474602,8473548,8471887,8471675,NULL,8476899
20152016,20160531,30411,243,2,"regular",1200,2,2,NULL,NULL,NULL,NULL,NULL,"period end","period_end",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20152016,20160531,30411,244,2,"regular",1200,2,2,NULL,NULL,NULL,NULL,NULL,"Period Official","period_official",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20152016,20160531,30411,245,3,"regular",0,2,2,NULL,NULL,NULL,NULL,NULL,"Period Ready","period_ready",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20152016,20160531,30411,246,3,"regular",0,2,2,NULL,NULL,NULL,NULL,NULL,"Period Start","period_start",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20152016,20160531,30411,247,3,"regular",0,2,2,4,5,"n",0,1,"Chris Tierney faceoff won against Sidney Crosby","faceoff",NULL,"sjs","away",8476919,8471675,NULL,"winner","loser",NULL,8477922,8470613,8468542,8476919,NULL,NULL,8474889,8471724,8474602,8473548,8471887,8471675,NULL,8476899
20152016,20160531,30411,248,3,"regular",12,2,2,4,5,"n",-22,23,"Brent Burns hit Patric Hornqvist","hit",NULL,"sjs","away",8471887,8470613,NULL,"hittee","hitter",NULL,8477922,8470613,8468542,8476919,NULL,NULL,8474889,8471724,8474602,8473548,8471887,8471675,NULL,8476899
20152016,20160531,30411,249,3,"regular",50,2,2,4,5,"o",82,-37,"Marc-Edouard Vlasic","giveaway",NULL,"sjs","away",8471709,NULL,NULL,"giver",NULL,NULL,8474096,8474027,8471709,8474053,NULL,NULL,8474889,8471724,8474602,8473548,8471887,8471675,NULL,8476899
20152016,20160531,30411,250,3,"regular",54,2,2,5,5,"o",69,32,"Phil Kessel - Wide of Net","missed_shot",NULL,"pit","home",8473548,NULL,NULL,"shooter",NULL,NULL,8474053,8470794,8474027,8474096,8471709,NULL,8474889,8471724,8474602,8473548,8471887,8471675,NULL,8476899
20152016,20160531,30411,251,3,"regular",81,2,2,5,5,NULL,NULL,NULL,"Offside","stop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8471392,8464977,8470794,8476881,8475455,NULL,8474889,8474176,8476874,8473933,8477839,8474009,NULL,8476899
20152016,20160531,30411,252,3,"regular",81,2,2,5,5,"d",-69,22,"Matt Cullen faceoff won against Joe Pavelski","faceoff",NULL,"pit","home",8464989,8470794,NULL,"winner","loser",NULL,8471392,8470794,8476881,8466138,8475455,NULL,8474889,8475208,8473933,8470611,8475832,8464989,NULL,8476899
20152016,20160531,30411,253,3,"regular",104,2,2,5,5,"n",20,-8,"Eric Fehr","takeaway",NULL,"pit","home",8470611,NULL,NULL,"taker",NULL,NULL,8471392,8470794,8476881,8466138,8475455,NULL,8474889,8475208,8473933,8470611,8475832,8464989,NULL,8476899
20152016,20160531,30411,254,3,"regular",106,2,2,5,5,"o",56,-10,"Eric Fehr - Over Net","missed_shot",NULL,"pit","home",8470611,NULL,NULL,"shooter",NULL,NULL,8471392,8470794,8476881,8466138,8475455,NULL,8474889,8475208,8473933,8470611,8475832,8464989,NULL,8476899
20152016,20160531,30411,255,3,"regular",122,2,2,5,5,"d",-77,-18,"Ben Lovejoy","giveaway",NULL,"pit","home",8473933,NULL,NULL,"giver",NULL,NULL,8474053,8475820,8470613,8466139,8468542,NULL,8474889,8475810,8471724,8473933,8471215,8470543,NULL,8476899
20152016,20160531,30411,256,3,"regular",140,2,2,5,5,"o",94,38,"Brent Burns hit Bryan Rust","hit",NULL,"sjs","away",8475810,8470613,NULL,"hittee","hitter",NULL,8474053,8475820,8470613,8466139,8468542,NULL,8474889,8475810,8476874,8471724,8471215,8470543,NULL,8476899
20152016,20160531,30411,257,3,"regular",151,2,2,5,5,"d",-68,12,"Logan Couture Tip-In saved by Matthew Murray","shot","tip-in","sjs","away",8474053,8476899,NULL,"shooter","goalie",NULL,8474053,8474027,8475820,8466139,8468542,NULL,8474889,8475810,8476874,8471724,8471215,8470543,NULL,8476899
20152016,20160531,30411,258,3,"regular",153,2,2,5,5,"d",-86,13,"Logan Couture Wrist Shot saved by Matthew Murray","shot","wrist shot","sjs","away",8474053,8476899,NULL,"shooter","goalie",NULL,8474053,8474027,8475820,8466139,8468542,NULL,8474889,8475810,8476874,8471724,8471215,8470543,NULL,8476899
