"h_zone","loc_x","loc_y","type","team","venue","position"
"d",63,1,"blocked_shot","mtl","home","r"
"o",-74,-35,"shot","car","home","d"
"o",-34,24,"shot","mtl","home","d"
"o",42,25,"blocked_shot","cbj","home","d"
"d",67,-8,"shot","cgy","away","l"
"d",79,-5,"shot","det","home","c"
"o",-35,18,"shot","min","home","d"
"o",73,-11,"missed_shot","buf","home","r"
"d",52,-20,"blocked_shot","wsh","away","l"
"d",-57,2,"shot","phi","away","c"
"o",-85,8,"blocked_shot","ott","home","r"
"d",-73,6,"blocked_shot","wpg","away","c"
"o",76,3,"shot","lak","home","l"
"d",-45,18,"blocked_shot","njd","away","d"
"d",-36,-30,"shot","tbl","away","d"
"d",59,33,"shot","ott","away","r"
"d",-80,-10,"shot","cbj","away","l"
"o",61,21,"shot","nyr","home","l"
"d",-69,-11,"shot","mtl","home","d"
"o",64,-25,"shot","van","away","r"
"o",-70,7,"blocked_shot","ari","home","l"
"d",77,1,"shot","dal","home","r"
"o",78,-10,"blocked_shot","edm","home","r"
"o",-84,7,"blocked_shot","pit","home","r"
"d",34,12,"missed_shot","cbj","away","d"
"o",72,-5,"goal","wpg","home","c"
"o",69,-5,"shot","stl","away","l"
"o",69,29,"blocked_shot","phi","home","c"
"o",36,36,"missed_shot","phi","away","d"
"o",-71,13,"shot","van","home","c"
"o",66,-6,"shot","ari","away","r"
"o",-60,-19,"missed_shot","mtl","home","l"
"d",-44,32,"missed_shot","lak","away","d"
"d",-54,-12,"blocked_shot","fla","away","c"
"d",-71,3,"blocked_shot","tor","away","c"
"d",-58,-10,"shot","ott","away","r"
"d",-64,-26,"shot","wpg","away","c"
"d",-33,-33,"shot","lak","home","d"
"d",-80,-11,"missed_shot","det","home","r"
"o",-34,,"missed_shot","nsh","home","d"
"d",79,9,"missed_shot","car","home","c"
"o",-67,-11,"blocked_shot","buf","home","l"
"d",57,15,"blocked_shot","cbj","away","d"
"d",72,23,"blocked_shot","mtl","home","l"
"o",-34,24,"shot","det","home","d"
"o",-42,3,"shot","tbl","home","c"
"o",69,-31,"missed_shot","nyr","away","l"
"o",41,-15,"shot","ott","away","d"
"d",62,32,"missed_shot","car","away","l"
"d",-70,-2,"shot","car","away","c"
"o",68,-3,"missed_shot","sjs","home","l"
"o",74,15,"missed_shot","chi","home","l"
"d",-79,-6,"shot","nyr","away","r"
"o",-64,5,"blocked_shot","nsh","away","d"
"o",-79,-13,"shot","phi","away","r"
"o",45,-12,"blocked_shot","sjs","home","d"
"o",-58,-15,"missed_shot","nyi","away","r"
"d",-77,1,"shot","edm","home","r"
"d",80,-11,"shot","wsh","home","d"
"d",-36,-29,"missed_shot","tbl","away","d"
"o",45,-33,"shot","buf","away","c"
"o",-67,-37,"shot","nsh","home","d"
"d",-58,26,"blocked_shot","buf","away","r"
"o",49,21,"shot","cbj","home","d"
"o",55,28,"missed_shot","bos","away","l"
"o",82,-22,"blocked_shot","nsh","home","l"
"o",-81,7,"blocked_shot","chi","home","d"
"o",-40,-26,"missed_shot","tbl","home","d"
"o",-64,11,"blocked_shot","pit","home","d"
"n",22,31,"shot","pit","away","l"
"o",33,-15,"shot","ott","home","d"
"o",88,3,"shot","sjs","home","l"
"d",-79,26,"shot","wsh","away","c"
"o",35,-20,"shot","van","home","d"
"d",63,2,"shot","phi","away","d"
"o",37,-36,"missed_shot","ott","home","d"
"d",-43,30,"shot","tor","home","c"
"o",67,20,"shot","bos","home","c"
"o",75,-5,"blocked_shot","lak","home","d"
"d",57,-11,"blocked_shot","dal","home","c"
"o",72,6,"blocked_shot","bos","home","c"
"d",-44,27,"missed_shot","wpg","away","d"
"o",29,23,"shot","phi","home","d"
"d",65,-1,"shot","tor","away","c"
"o",-63,38,"shot","fla","home","d"
"d",-64,-14,"blocked_shot","dal","home","r"
"o",83,-7,"blocked_shot","ott","home","r"
"d",-51,-9,"blocked_shot","ari","away","d"
"d",-79,-3,"missed_shot","det","away","c"
"o",73,-6,"blocked_shot","nsh","home","r"
"o",-86,-8,"shot","ari","home","c"
"d",-71,-1,"shot","nyi","home","l"
"o",74,-1,"missed_shot","car","away","l"
"d",-78,-2,"blocked_shot","fla","away","r"
"d",-84,5,"shot","lak","away","c"
"d",50,-20,"blocked_shot","col","home","d"
"d",37,29,"shot","tor","away","d"
"d",-62,-19,"missed_shot","ott","away","d"
"o",68,-2,"shot","nyr","away","c"
"o",29,-22,"blocked_shot","det","home","c"
"d",-38,20,"shot","nyi","home","d"
"d",-72,-9,"shot","tor","away","c"
"d",-46,25,"shot","chi","home","l"
"o",33,32,"shot","buf","home","d"
"n",-4,31,"shot","ari","away","d"
"o",48,20,"blocked_shot","ari","home","d"
"d",35,-37,"shot","sjs","away","d"
"o",81,16,"shot","sjs","home","r"
"o",-84,5,"goal","nyi","home","l"
"d",43,-26,"blocked_shot","lak","home","c"
"o",68,-5,"blocked_shot","nsh","home","l"
"o",78,-16,"blocked_shot","chi","home","c"
"o",38,27,"missed_shot","col","home","d"
"o",79,-28,"blocked_shot","mtl","away","d"
"o",-68,21,"blocked_shot","ott","away","c"
"d",40,-18,"missed_shot","fla","home","r"
"d",60,-34,"missed_shot","chi","away","c"
"o",64,10,"shot","det","home","l"
"o",38,-35,"blocked_shot","sjs","home","c"
"o",79,1,"goal","ott","home","c"
"d",67,-14,"blocked_shot","van","away","d"
"d",-61,-10,"blocked_shot","tor","home","d"
"d",63,22,"missed_shot","ott","away","d"
"d",55,-25,"blocked_shot","bos","away","d"
"d",-66,-6,"blocked_shot","phi","home","d"
"n",22,-1,"missed_shot","bos","away","r"
"d",-69,-18,"goal","sjs","home","r"
"d",44,-29,"shot","col","home","r"
"o",66,14,"shot","dal","home","l"
"d",-75,-17,"shot","njd","away","c"
"d",73,-1,"blocked_shot","nsh","away","c"
"d",-66,,"blocked_shot","nsh","away","d"
"d",-45,-5,"shot","nyr","away","c"
"d",58,35,"shot","tor","home","l"
"d",-62,-7,"blocked_shot","bos","away","r"
"d",76,-15,"blocked_shot","wpg","home","r"
"n",14,23,"shot","tor","away","d"
"d",-57,26,"shot","ott","away","c"
"d",-75,-1,"shot","dal","away","c"
"o",41,-23,"shot","bos","home","c"
"d",-81,-38,"shot","pit","away","l"
"d",-36,19,"missed_shot","wsh","away","d"
"o",-85,-18,"shot","stl","home","d"
"d",51,-37,"shot","fla","away","c"
"o",-73,-9,"missed_shot","phi","home","c"
"o",43,-26,"shot","ott","home","d"
"o",64,12,"missed_shot","van","home","c"
"o",69,-39,"shot","dal","away","d"
"o",-77,-34,"shot","ana","home","d"
"o",-48,18,"missed_shot","bos","away","c"
"d",58,-32,"shot","bos","away","r"
"o",78,-12,"blocked_shot","stl","home","r"
"d",66,3,"blocked_shot","lak","away","c"
"d",-83,6,"shot","lak","away","c"
"d",69,-9,"shot","edm","away","l"
"d",82,1,"shot","dal","home","l"
"o",-60,-7,"shot","det","home","l"
"d",-41,11,"shot","lak","away","d"
"d",-51,-22,"missed_shot","ott","away","c"
"d",81,-6,"blocked_shot","tor","away","c"
"d",-59,-19,"blocked_shot","nyr","home","d"
"o",62,-20,"shot","bos","home","d"
"d",84,-1,"shot","tbl","away","c"
"o",66,-12,"shot","njd","home","l"
"d",-57,,"blocked_shot","nsh","home","d"
"d",81,1,"shot","tor","away","c"
"d",-70,-25,"blocked_shot","lak","away","l"
"d",-82,-10,"shot","sjs","away","r"
"o",70,16,"shot","pit","home","c"
"d",60,-8,"blocked_shot","car","away","d"
"d",71,36,"shot","tor","away","c"
"o",-74,14,"blocked_shot","sjs","home","d"
"d",-83,7,"shot","wpg","home","c"
"o",-56,8,"shot","van","away","r"
"d",-84,-9,"shot","cbj","away","l"
"o",-86,16,"blocked_shot","det","home","c"
"d",-87,19,"shot","van","away","c"
"d",71,8,"goal","wpg","away","r"
"d",36,-29,"shot","fla","home","c"
"d",-64,-15,"blocked_shot","col","away","d"
"o",58,17,"blocked_shot","buf","away","d"
"d",-62,27,"missed_shot","tbl","away","c"
"o",81,-21,"shot","sjs","home","c"
"d",-60,13,"shot","chi","away","r"
"o",-71,-1,"blocked_shot","wpg","home","c"
"o",61,6,"blocked_shot","nsh","home","d"
"d",-49,-16,"blocked_shot","chi","away","l"
"d",-70,16,"shot","bos","away","c"
"o",70,36,"shot","van","away","l"
"d",38,-19,"shot","van","away","d"
"o",29,-29,"shot","nyr","away","r"
"d",35,-13,"missed_shot","det","away","d"
"o",55,-16,"missed_shot","nyi","home","r"
"d",32,24,"shot","car","away","d"
"d",44,-5,"shot","car","away","r"
"d",51,14,"blocked_shot","fla","home","d"
"o",36,-36,"shot","col","home","l"
"o",48,-14,"blocked_shot","mtl","away","d"
"o",83,5,"shot","nyi","home","l"
"o",-42,12,"shot","bos","home","d"
"d",67,4,"blocked_shot","wpg","away","r"
"d",-72,-13,"missed_shot","chi","home","l"
"o",54,-12,"blocked_shot","edm","home","c"
"d",63,19,"missed_shot","buf","away","l"
"d",70,4,"shot","cbj","away","c"
"d",59,,"blocked_shot","van","away","c"
"o",-61,28,"blocked_shot","chi","away","d"
"o",54,-30,"missed_shot","sjs","home","c"
"d",-79,-1,"shot","dal","home","r"
"d",-67,-12,"blocked_shot","wsh","home","d"
"o",79,7,"goal","wpg","home","r"
"d",81,7,"goal","ana","away","c"
"d",71,22,"shot","mtl","away","r"
"d",-76,-5,"blocked_shot","sjs","away","r"
"d",-76,5,"shot","tor","home","c"
"o",38,2,"shot","stl","home","d"
"d",-76,21,"blocked_shot","nsh","away","r"
"o",63,-27,"goal","fla","home","d"
"o",47,16,"blocked_shot","cbj","home","d"
"o",-46,11,"shot","dal","home","d"
"d",-61,-10,"blocked_shot","sjs","away","d"
"o",-34,-18,"missed_shot","sjs","home","d"
"o",42,34,"shot","van","home","d"
"d",51,-20,"shot","phi","away","d"
"o",33,-34,"shot","fla","away","d"
"d",72,12,"shot","pit","away","r"
"o",81,-4,"goal","wpg","away","r"
"d",-80,-3,"shot","edm","away","l"
"d",-73,14,"blocked_shot","lak","away","c"
"n",-7,-31,"shot","det","away","d"
"d",66,-12,"missed_shot","col","home","c"
"d",38,36,"shot","phi","away","c"
"d",70,36,"shot","dal","home","r"
"d",-71,17,"missed_shot","chi","home","r"
"o",-64,-9,"blocked_shot","nyr","home","c"
"o",53,-25,"blocked_shot","pit","home","d"
"o",61,3,"blocked_shot","bos","home","d"
"o",51,16,"shot","ott","home","d"
"o",46,-26,"shot","nyi","home","d"
"o",83,3,"goal","phi","home","l"
"d",88,-17,"shot","car","home","c"
"d",-74,-35,"shot","fla","away","c"
"d",-75,-12,"blocked_shot","ari","away","d"
"d",-60,13,"blocked_shot","mtl","away","r"
"d",-76,2,"shot","ott","away","l"
"o",-59,22,"shot","njd","home","l"
"d",-78,7,"shot","min","away","l"
"o",80,23,"shot","cbj","home","l"
"n",20,11,"shot","lak","home","r"
"o",70,-25,"missed_shot","stl","home","d"
"d",-47,-17,"missed_shot","dal","home","l"
"o",78,7,"missed_shot","buf","away","c"
"o",-75,-7,"missed_shot","njd","home","c"
"o",-49,16,"shot","det","home","c"
"d",-37,-28,"shot","wpg","home","d"
"d",-43,12,"shot","lak","home","c"
"d",-75,2,"blocked_shot","nyr","home","d"
"d",-57,8,"shot","van","away","r"
"o",53,-24,"missed_shot","cbj","away","l"
"d",-44,30,"shot","fla","home","c"
"o",65,5,"blocked_shot","sjs","away","d"
"n",-23,-1,"shot","chi","away","r"
"d",-55,-31,"shot","dal","away","c"
"o",76,1,"blocked_shot","car","away","c"
"d",-61,-33,"missed_shot","wsh","home","r"
"d",-78,-20,"shot","phi","away","c"
"d",46,3,"blocked_shot","dal","home","l"
"d",-41,32,"shot","edm","home","d"
"o",36,-13,"missed_shot","mtl","away","d"
"d",67,-36,"missed_shot","lak","away","c"
"d",-37,27,"shot","fla","home","d"
"d",-37,1,"missed_shot","njd","home","d"
"d",-29,28,"missed_shot","wpg","home","d"
"o",46,-33,"blocked_shot","det","home","d"
"o",31,27,"missed_shot","lak","home","d"
"d",-54,-14,"shot","nyi","away","l"
"o",-68,-11,"shot","bos","home","c"
"d",52,20,"shot","wsh","away","l"
"d",74,-1,"shot","dal","home","c"
"d",-82,-10,"shot","tor","home","r"
"o",56,13,"shot","cbj","home","d"
"d",-75,3,"shot","car","home","l"
"d",-49,1,"blocked_shot","chi","home","r"
"o",78,-4,"blocked_shot","cgy","home","d"
"d",-61,-1,"shot","njd","home","r"
"o",-62,-21,"shot","wsh","home","c"
"o",-35,-20,"shot","bos","home","d"
"d",53,25,"goal","min","away","d"
"d",69,-16,"missed_shot","phi","away","l"
"d",-76,3,"blocked_shot","chi","away","d"
"d",-43,-27,"shot","nyr","away","r"
"d",51,-19,"shot","njd","away","r"
"d",-55,-40,"missed_shot","det","away","c"
"d",-72,-10,"shot","cgy","away","r"
"o",-29,-23,"missed_shot","sjs","home","d"
"n",-18,-23,"shot","ana","away","l"
"d",-74,4,"missed_shot","sjs","away","l"
"d",-44,9,"shot","edm","away","l"
"d",-30,3,"missed_shot","buf","away","d"
"o",84,-8,"shot","ana","home","l"
"o",83,4,"missed_shot","ott","home","l"
"d",-78,5,"missed_shot","edm","away","r"
"o",-61,7,"blocked_shot","wsh","away","l"
"d",-72,-4,"shot","min","away","c"
"d",-64,-5,"missed_shot","dal","home","r"
"d",43,-18,"missed_shot","lak","away","l"
"d",-80,4,"shot","min","away","d"
"o",73,-5,"missed_shot","ana","home","l"
"o",74,11,"blocked_shot","njd","away","r"
"d",-78,12,"shot","fla","home","r"
"d",65,3,"blocked_shot","car","home","d"
"o",45,27,"shot","fla","home","c"
"o",-57,-8,"shot","ari","home","d"
"o",78,-16,"blocked_shot","cgy","away","r"
"o",46,-27,"shot","ana","away","l"
"d",-83,-10,"blocked_shot","dal","home","c"
"d",72,19,"shot","pit","away","c"
"d",-41,-13,"shot","ari","away","d"
"o",94,-13,"blocked_shot","bos","home","d"
"d",47,-24,"missed_shot","det","away","c"
"d",-73,-7,"shot","tor","away","l"
"d",-53,-33,"shot","sjs","away","c"
"o",55,-32,"shot","ott","home","r"
"o",43,27,"missed_shot","cbj","home","c"
"o",29,28,"shot","car","home","d"
"d",-85,20,"shot","tbl","away","c"
"d",-82,5,"missed_shot","min","away","l"
"d",-44,-3,"blocked_shot","bos","away","d"
"d",68,-5,"blocked_shot","mtl","away","c"
"d",-36,19,"shot","njd","away","d"
"d",71,-6,"shot","ari","away","c"
"o",50,-23,"shot","van","home","d"
"d",-35,17,"shot","van","away","d"
"d",-43,11,"missed_shot","bos","away","d"
"o",75,-14,"shot","nyi","home","r"
"d",66,-20,"shot","van","away","c"
"d",64,14,"shot","edm","away","l"
"o",-70,7,"blocked_shot","pit","home","d"
"d",-71,23,"shot","tbl","away","c"
"d",-82,-31,"shot","fla","away","c"
"o",52,36,"shot","ari","home","r"
"d",77,-19,"shot","stl","home","c"
"d",-35,20,"missed_shot","wsh","away","d"
"d",-55,33,"shot","wpg","away","r"
"d",-65,19,"shot","stl","away","l"
"o",-65,22,"shot","wpg","away","c"
"d",71,-6,"shot","cgy","home","c"
"d",-64,23,"shot","dal","home","l"
"d",-26,36,"shot","cbj","away","c"
"d",-79,16,"shot","tor","away","r"
"d",-33,19,"blocked_shot","col","away","d"
"d",-81,2,"shot","van","away","r"
"d",-45,16,"missed_shot","edm","away","l"
"o",-47,-31,"missed_shot","wsh","away","c"
"d",-62,-35,"shot","wpg","home","c"
"o",-75,3,"blocked_shot","wpg","home","c"
"d",-72,14,"shot","tor","home","c"
"o",63,12,"missed_shot","cbj","home","c"
"d",88,32,"missed_shot","nsh","away","c"
"o",73,-2,"missed_shot","nsh","home","d"
"d",-77,-3,"missed_shot","nyr","home","c"
"o",85,-4,"goal","cbj","home","l"
"d",-62,1,"blocked_shot","nyi","away","d"
"o",58,10,"missed_shot","van","home","l"
"o",54,28,"shot","phi","home","r"
"o",51,35,"shot","ott","away","d"
"d",-54,13,"blocked_shot","nyi","home","d"
"o",41,31,"shot","van","home","d"
"d",-77,-7,"goal","pit","away","c"
"o",52,-16,"blocked_shot","sjs","home","d"
"o",83,6,"shot","edm","home","c"
"d",-52,20,"blocked_shot","tor","home","d"
"o",76,,"shot","pit","away","c"
"d",-51,26,"blocked_shot","edm","away","r"
"o",-70,30,"shot","car","away","r"
"o",37,-18,"missed_shot","edm","home","d"
"d",-40,9,"missed_shot","wpg","away","r"
"o",62,-1,"blocked_shot","nyi","home","d"
"d",-41,34,"shot","tbl","away","d"
"d",65,5,"missed_shot","nsh","away","c"
"d",48,10,"blocked_shot","chi","away","l"
"o",60,-5,"blocked_shot","wsh","home","d"
"d",-59,1,"blocked_shot","tbl","away","l"
"d",-78,-6,"shot","dal","away","l"
"o",82,5,"goal","fla","away","c"
"o",-82,18,"blocked_shot","ana","home","r"
"o",63,31,"shot","min","home","c"
"d",79,7,"shot","sjs","away","c"
"o",-69,-20,"blocked_shot","min","home","c"
"d",46,20,"missed_shot","wpg","away","c"
"o",44,-26,"shot","wpg","away","d"
"d",44,-14,"blocked_shot","lak","away","d"
"d",-64,-15,"shot","fla","away","c"
"d",32,15,"shot","stl","away","d"
"d",73,23,"blocked_shot","dal","away","l"
"o",79,12,"shot","van","home","d"
"d",-77,1,"blocked_shot","det","home","r"
"d",31,27,"shot","buf","away","d"
"d",33,8,"shot","cgy","away","d"
"o",40,36,"blocked_shot","ana","home","d"
"o",34,23,"blocked_shot","sjs","home","d"
"d",-79,13,"blocked_shot","wsh","home","d"
"n",17,12,"shot","van","home","d"
"d",-38,-18,"missed_shot","stl","away","d"
"o",-77,-11,"shot","ott","home","r"
"o",39,-19,"shot","bos","away","d"
"o",60,8,"missed_shot","fla","home","r"
"d",-54,-28,"shot","dal","away","d"
"d",-33,-21,"missed_shot","wsh","home","d"
"o",78,2,"blocked_shot","phi","home","c"
"d",-45,-20,"blocked_shot","nyi","away","d"
"o",41,25,"missed_shot","bos","home","d"
"o",35,-23,"shot","car","away","d"
"d",-82,-3,"shot","nyr","away","l"
"d",-71,-23,"missed_shot","ott","away","c"
"o",-29,-30,"missed_shot","wsh","away","d"
"d",-78,-13,"missed_shot","ott","away","r"
"o",67,18,"shot","fla","home","d"
"o",58,-26,"shot","tor","away","c"
"o",84,25,"shot","cgy","home","c"
"d",-80,-7,"blocked_shot","ott","home","c"
"o",70,-10,"blocked_shot","nyi","home","c"
"d",33,-21,"missed_shot","mtl","home","d"
"o",-45,24,"missed_shot","tor","away","d"
"d",-85,8,"shot","stl","away","l"
"d",79,6,"missed_shot","nyr","away","c"
"d",-69,9,"blocked_shot","mtl","home","r"
"o",-36,2,"shot","det","home","d"
"d",-36,22,"shot","nyi","away","d"
"o",60,3,"blocked_shot","njd","away","r"
"o",-41,29,"blocked_shot","edm","home","d"
"o",61,12,"blocked_shot","bos","home","c"
"o",-46,1,"blocked_shot","stl","home","d"
"o",82,12,"missed_shot","njd","away","r"
"o",70,-14,"blocked_shot","stl","home","d"
"d",-78,-33,"missed_shot","car","away","r"
"d",-43,,"shot","cgy","home","c"
"o",72,,"shot","bos","home","c"
"o",52,,"shot","van","home","r"
"o",77,-8,"blocked_shot","ott","away","d"
"d",-51,-21,"blocked_shot","njd","away","r"
"d",-68,-18,"missed_shot","edm","away","d"
"n",19,-14,"shot","wsh","away","r"
"o",46,29,"shot","sjs","home","l"
"o",69,,"missed_shot","ari","home","l"
"d",80,6,"blocked_shot","ana","away","r"
"o",74,6,"shot","stl","home","l"
"d",-36,23,"blocked_shot","van","away","d"
"o",-71,14,"shot","ana","home","c"
"d",-31,-31,"shot","tor","away","d"
"o",-81,-4,"shot","bos","away","c"
"o",73,31,"shot","det","away","c"
"o",44,-29,"missed_shot","ana","away","c"
"d",-74,-12,"missed_shot","wpg","home","d"
"o",86,5,"shot","fla","home","r"
"d",-36,30,"missed_shot","fla","home","d"
"o",58,7,"blocked_shot","fla","away","r"
"d",42,-31,"shot","buf","away","d"
"d",-38,35,"missed_shot","wpg","home","d"
"o",-58,-16,"goal","wpg","home","d"
"d",-76,-17,"missed_shot","edm","away","l"
"d",81,-11,"blocked_shot","cbj","away","r"
"o",-54,-20,"blocked_shot","wpg","home","r"
"o",34,32,"missed_shot","edm","away","d"
"d",-85,15,"shot","phi","away","r"
"d",-80,4,"missed_shot","tor","away","c"
"d",60,1,"blocked_shot","fla","home","c"
"d",35,-5,"missed_shot","sjs","away","c"
"o",-60,-20,"shot","cbj","home","d"
"d",-77,-7,"blocked_shot","lak","away","r"
"d",46,34,"shot","chi","away","d"
"o",38,-29,"shot","bos","away","d"
"o",70,3,"shot","van","home","l"
"o",52,-11,"shot","cbj","home","c"
"d",76,10,"shot","lak","away","r"
"n",-2,-19,"shot","ari","away","d"
"d",73,1,"blocked_shot","pit","away","d"
"d",-53,-20,"blocked_shot","wsh","home","d"
"d",-39,1,"blocked_shot","lak","home","d"
"d",-60,24,"blocked_shot","min","home","c"
"o",-54,31,"shot","van","away","l"
"d",64,20,"blocked_shot","ari","away","d"
"o",60,1,"blocked_shot","cbj","away","d"
"o",63,-15,"shot","nyi","home","c"
"o",60,12,"shot","nyr","away","d"
"n",17,3,"shot","nyr","away","d"
"o",-80,-4,"blocked_shot","min","away","c"
"o",-82,-17,"shot","njd","home","d"
"d",-52,5,"shot","col","away","c"
"n",-24,2,"blocked_shot","car","home","l"
"d",52,-12,"shot","min","away","r"
"o",80,-5,"shot","van","home","c"
"o",61,-30,"blocked_shot","ana","away","l"
"o",72,8,"shot","edm","home","l"
"d",34,2,"shot","wsh","away","r"
"d",-73,,"blocked_shot","det","home","c"
"d",48,12,"missed_shot","van","away","c"
"d",31,-22,"shot","van","away","d"
"d",30,-31,"shot","van","away","d"
"d",48,-36,"shot","stl","away","l"
"d",-57,7,"missed_shot","cgy","away","c"
"d",-32,33,"shot","lak","away","l"
"o",70,8,"shot","dal","home","r"
"d",-32,-1,"shot","sjs","away","c"
"d",-60,19,"shot","phi","home","c"
"o",-69,1,"blocked_shot","sjs","home","r"
"d",53,17,"shot","njd","home","r"
"o",-47,30,"missed_shot","mtl","away","r"
"d",84,,"blocked_shot","tbl","away","d"
"d",73,-17,"blocked_shot","chi","home","l"
"o",75,-7,"blocked_shot","col","away","d"
"d",74,6,"blocked_shot","sjs","away","d"
"d",83,37,"shot","ari","away","l"
"d",-61,25,"shot","det","away","c"
"o",-36,-30,"missed_shot","nsh","away","c"
"o",55,25,"blocked_shot","wsh","home","c"
"d",-49,5,"blocked_shot","chi","home","l"
"o",70,31,"shot","ari","home","d"
"o",63,24,"goal","wpg","home","r"
"o",53,-15,"blocked_shot","wpg","home","d"
"o",81,2,"shot","njd","away","l"
"o",75,-11,"blocked_shot","edm","home","d"
"o",-39,-1,"shot","stl","home","d"
"o",69,17,"blocked_shot","car","home","l"
"d",-78,9,"shot","cbj","away","c"
"d",-74,4,"blocked_shot","det","home","d"
"d",82,1,"shot","tbl","away","l"
"d",55,-34,"shot","det","away","c"
"d",-77,12,"missed_shot","mtl","away","l"
"o",-63,-34,"shot","wsh","home","r"
"d",-51,-22,"goal","njd","away","l"
"d",62,17,"shot","lak","away","c"
"d",-88,-7,"shot","dal","away","c"
"o",-60,2,"shot","stl","home","r"
"d",-35,20,"shot","njd","away","d"
"o",32,-20,"shot","fla","away","d"
"d",-65,1,"blocked_shot","nsh","away","d"
"d",86,21,"shot","tbl","away","l"
"d",-64,-17,"shot","min","away","c"
"d",-61,-3,"shot","njd","away","c"
"d",80,-3,"shot","stl","away","r"
"o",80,-5,"shot","nyr","away","l"
"o",48,5,"shot","ott","home","c"
"o",-33,-28,"shot","sjs","home","d"
"o",41,-1,"blocked_shot","nyr","home","l"
"o",-57,-11,"shot","sjs","home","c"
"o",70,-9,"shot","njd","home","l"
"o",51,18,"shot","stl","away","r"
"d",-85,-5,"shot","mtl","away","r"
"d",-35,-14,"shot","lak","away","d"
"o",-33,22,"goal","phi","home","d"
"o",84,-33,"shot","nyr","home","r"
"o",-60,36,"missed_shot","njd","home","d"
"d",-55,-31,"missed_shot","fla","away","c"
"d",-56,-19,"shot","edm","home","l"
"o",-65,-3,"shot","nyi","away","l"
"d",56,27,"missed_shot","nsh","away","c"
"d",-43,-19,"shot","phi","away","d"
"n",23,-16,"shot","van","home","r"
"d",-83,-14,"missed_shot","tor","away","c"
"d",-49,-38,"missed_shot","wsh","away","l"
"d",72,-10,"missed_shot","fla","away","r"
"d",-73,-22,"shot","lak","away","c"
"d",-87,19,"shot","lak","away","d"
"d",-71,-12,"shot","lak","home","d"
"o",63,-24,"shot","bos","away","c"
"o",55,-24,"shot","ari","home","c"
"d",-65,4,"shot","det","home","l"
"o",57,-5,"blocked_shot","edm","away","r"
"o",32,5,"shot","dal","home","d"
"o",47,-27,"missed_shot","buf","home","d"
"o",72,-12,"shot","pit","away","c"
"o",-75,25,"missed_shot","bos","away","l"
"o",-34,19,"missed_shot","bos","home","d"
"d",86,23,"shot","lak","away","r"
"o",72,38,"shot","buf","away","l"
"d",-64,7,"blocked_shot","sjs","away","d"
"d",61,6,"blocked_shot","ari","away","d"
"o",-39,-23,"shot","tbl","home","d"
"o",41,-29,"shot","ana","home","c"
"d",70,5,"shot","fla","home","c"
"d",-39,-18,"missed_shot","ana","away","d"
"o",45,27,"shot","phi","away","d"
"o",57,-15,"shot","pit","home","d"
"o",68,7,"blocked_shot","lak","home","d"
"o",-51,-9,"blocked_shot","nyi","home","d"
"o",83,-9,"shot","ana","home","r"
"o",32,-16,"shot","ott","home","d"
"d",-53,5,"shot","njd","away","r"
"d",-28,-8,"shot","buf","home","c"
"o",-44,-22,"blocked_shot","pit","away","d"
"d",65,31,"missed_shot","pit","home","c"
"o",-83,-15,"shot","njd","home","l"
"o",68,3,"missed_shot","car","away","d"
"d",-59,24,"blocked_shot","cgy","away","r"
"o",40,30,"shot","tbl","home","r"
"o",75,-34,"shot","wsh","home","d"
"o",46,10,"shot","bos","home","l"
"d",44,27,"blocked_shot","det","home","d"
"o",37,-3,"shot","nsh","home","d"
"d",64,21,"missed_shot","lak","away","l"
"o",42,5,"missed_shot","nsh","home","d"
"n",17,-13,"shot","lak","home","c"
"o",-67,27,"missed_shot","phi","home","d"
"d",-71,8,"blocked_shot","van","away","c"
"d",-66,21,"shot","nyr","away","r"
"d",70,-20,"shot","dal","away","c"
"d",60,28,"shot","lak","away","c"
"d",52,-14,"blocked_shot","nyi","away","l"
"d",-35,-25,"shot","nyi","away","d"
"d",61,18,"blocked_shot","wsh","home","r"
"o",87,24,"shot","cgy","home","l"
"d",-53,28,"shot","col","away","l"
"d",-33,-16,"missed_shot","fla","away","d"
"d",78,9,"shot","bos","away","c"
"o",32,11,"shot","stl","home","d"
"d",-42,-17,"missed_shot","lak","home","d"
"o",-82,7,"shot","nyi","home","c"
"d",-67,26,"shot","buf","away","l"
"o",79,,"shot","mtl","away","l"
"o",66,-31,"shot","bos","home","c"
"o",74,6,"blocked_shot","stl","home","r"
"d",70,-15,"blocked_shot","fla","away","c"
"d",-60,-25,"shot","bos","away","d"
"d",-81,,"missed_shot","col","away","l"
"d",-64,-36,"shot","wpg","away","d"
"o",35,-30,"missed_shot","pit","home","d"
"o",79,1,"goal","dal","away","c"
"o",57,-12,"shot","ana","away","r"
"d",-68,30,"shot","ana","away","r"
"d",-47,-38,"shot","lak","away","d"
"o",82,-10,"shot","ana","home","c"
"o",68,38,"missed_shot","mtl","home","d"
"d",-45,21,"shot","fla","away","c"
"d",-38,-12,"shot","wpg","home","d"
"o",-81,-5,"goal","nsh","home","l"
"o",-33,27,"shot","ott","away","d"
"d",-46,29,"shot","wsh","home","c"
"n",22,-9,"shot","lak","home","c"
"d",-51,24,"shot","ari","away","d"
"d",58,-8,"shot","dal","away","c"
"d",68,20,"shot","dal","home","d"
