"h_zone","loc_x","loc_y","type","team","venue","position"
"d",-76,11,"blocked_shot","bos","away","d"
"d",-71,8,"shot","sjs","away","r"
"o",71,-9,"blocked_shot","tbl","home","l"
"o",41,-5,"shot","van","home","l"
"o",-79,-7,"blocked_shot","cgy","home","r"
"d",-72,-15,"shot","wsh","home","c"
"o",-79,-8,"blocked_shot","sjs","home","r"
"o",-65,-1,"blocked_shot","mtl","away","c"
"d",-76,10,"shot","chi","home","c"
"d",-66,15,"blocked_shot","wsh","home","r"
"o",73,-25,"missed_shot","tbl","home","c"
"o",-50,26,"blocked_shot","mtl","home","d"
"n",20,-1,"shot","tor","home","c"
"d",41,-38,"shot","nsh","away","d"
"o",-74,31,"shot","min","home","c"
"o",49,23,"shot","nyi","home","d"
"o",-61,29,"shot","nsh","home","l"
"d",75,-3,"missed_shot","mtl","away","c"
"o",68,2,"shot","cgy","home","c"
"o",-49,17,"shot","tor","home","c"
"d",-76,30,"missed_shot","tbl","away","c"
"d",-46,29,"missed_shot","tor","home","d"
"d",-31,4,"shot","det","away","l"
"o",42,1,"blocked_shot","ott","home","d"
"o",65,34,"shot","stl","home","r"
"o",47,38,"missed_shot","ari","home","l"
"o",-60,31,"missed_shot","wsh","home","r"
"o",-74,23,"shot","nyr","home","r"
"o",45,35,"shot","nsh","home","d"
"o",-69,22,"shot","njd","away","c"
"d",-61,-12,"blocked_shot","phi","away","d"
"o",89,6,"shot","mtl","home","l"
"o",71,15,"shot","min","home","r"
"o",45,-25,"shot","pit","home","l"
"d",-82,10,"missed_shot","tor","away","c"
"o",76,-4,"shot","buf","home","l"
"o",57,17,"missed_shot","cbj","home","c"
"d",-63,-5,"blocked_shot","van","home","r"
"o",-75,-5,"shot","njd","home","l"
"o",46,-9,"missed_shot","cgy","home","r"
"d",-56,-29,"shot","nyi","away","d"
"o",78,-5,"missed_shot","lak","home","r"
"d",49,-32,"missed_shot","cbj","away","r"
"o",66,3,"shot","stl","home","c"
"o",-89,12,"blocked_shot","ana","home","c"
"d",-38,15,"goal","nsh","away","d"
"o",55,14,"shot","cgy","home","l"
"d",-42,12,"shot","ott","home","c"
"o",61,,"shot","chi","away","r"
"o",41,32,"blocked_shot","car","home","c"
"o",82,8,"shot","car","away","c"
"d",-81,12,"blocked_shot","edm","away","l"
"d",-66,4,"blocked_shot","det","away","c"
"d",-32,-27,"shot","mtl","home","d"
"d",70,,"blocked_shot","col","away","c"
"d",54,-29,"shot","tbl","home","r"
"o",-52,-9,"shot","bos","home","l"
"o",57,-13,"shot","stl","home","d"
"d",-44,25,"shot","ari","home","d"
"d",73,-14,"blocked_shot","nyr","away","r"
"o",57,-21,"shot","mtl","away","d"
"d",-64,7,"missed_shot","nyi","away","l"
"o",37,18,"missed_shot","lak","home","d"
"d",67,25,"shot","dal","home","d"
"d",-42,33,"missed_shot","tbl","home","d"
"d",-46,16,"missed_shot","fla","home","d"
"o",82,-2,"shot","edm","home","c"
"o",40,-27,"missed_shot","ari","home","d"
"o",70,,"shot","nyi","home","c"
"d",-82,-5,"shot","njd","away","c"
"d",48,24,"shot","fla","away","c"
"o",34,-24,"missed_shot","ari","away","d"
"o",74,-9,"shot","nyi","home","c"
"d",-73,-1,"missed_shot","ana","away","c"
"o",66,-8,"shot","phi","home","c"
"o",-79,-38,"shot","min","home","c"
"o",78,-40,"shot","van","home","d"
"d",-72,-8,"blocked_shot","cgy","home","l"
"o",36,-35,"shot","cgy","home","d"
"d",-76,28,"missed_shot","tbl","away","c"
"o",49,-30,"shot","cgy","home","d"
"o",43,-1,"missed_shot","edm","home","l"
"o",-49,-20,"shot","ott","home","c"
"d",55,36,"shot","car","away","l"
"o",-81,-22,"shot","nyi","home","r"
"o",61,-10,"blocked_shot","nyi","home","d"
"d",67,8,"blocked_shot","van","away","c"
"o",45,18,"shot","col","home","d"
"d",85,-28,"shot","njd","away","c"
"o",-85,11,"blocked_shot","car","home","c"
"o",-45,-12,"shot","ari","home","r"
"o",56,-22,"blocked_shot","buf","away","c"
"d",-79,-31,"shot","min","away","c"
"d",66,-11,"shot","ana","away","r"
"d",-73,18,"blocked_shot","buf","away","l"
"o",75,-3,"missed_shot","nsh","home","l"
"o",81,9,"shot","wsh","home","r"
"d",32,1,"shot","tor","home","c"
"o",70,-20,"blocked_shot","sjs","home","l"
"d",-72,19,"blocked_shot","lak","away","c"
"o",63,-13,"shot","bos","home","c"
"d",-81,-10,"missed_shot","col","away","r"
"o",35,-17,"missed_shot","sjs","home","d"
"o",54,-18,"shot","min","home","c"
"o",76,-9,"missed_shot","buf","home","c"
"d",-67,-18,"blocked_shot","nsh","away","l"
"o",73,-16,"shot","chi","home","r"
"o",-74,-7,"shot","tor","home","c"
"o",-81,-7,"shot","chi","home","c"
"o",-80,9,"goal","cbj","home","c"
"o",-81,3,"shot","cbj","home","l"
"o",-71,5,"blocked_shot","cgy","away","d"
"o",-45,-34,"shot","cbj","away","c"
"d",35,-7,"shot","tor","home","d"
"d",78,-3,"missed_shot","stl","away","l"
"o",73,-2,"missed_shot","phi","home","c"
"d",-78,2,"shot","nyr","away","c"
"o",78,36,"shot","nyr","away","l"
"n",-14,30,"shot","stl","away","d"
"d",79,6,"shot","wpg","home","c"
"o",-66,14,"shot","bos","away","c"
"d",75,-4,"shot","njd","away","c"
"d",-42,14,"shot","dal","away","d"
"d",-76,-3,"blocked_shot","bos","away","d"
"d",-53,33,"shot","sjs","away","d"
"o",48,-19,"shot","bos","home","c"
"d",82,8,"blocked_shot","wpg","away","d"
"d",-48,-10,"blocked_shot","wpg","home","d"
"d",-51,-12,"blocked_shot","min","home","c"
"o",41,-7,"blocked_shot","mtl","away","d"
"o",64,-28,"goal","fla","home","c"
"o",33,-35,"missed_shot","cgy","home","d"
"d",29,14,"missed_shot","ott","away","d"
"d",66,-26,"blocked_shot","det","away","d"
"o",87,-7,"missed_shot","ott","home","l"
"o",-82,15,"blocked_shot","sjs","away","r"
"d",-31,-5,"missed_shot","stl","away","d"
"o",-35,-18,"shot","van","home","d"
"d",-33,-2,"shot","nyi","away","l"
"d",-40,-32,"shot","cbj","away","c"
"d",86,-7,"goal","pit","away","l"
"o",80,-11,"goal","tbl","home","l"
"d",-57,-2,"goal","fla","away","c"
"o",50,22,"blocked_shot","bos","home","d"
"d",44,8,"shot","ana","away","d"
"d",-65,-16,"blocked_shot","edm","away","d"
"o",35,32,"shot","sjs","away","d"
"o",57,16,"blocked_shot","cgy","home","d"
"o",-80,-5,"missed_shot","lak","home","c"
"d",-81,8,"missed_shot","nyr","home","r"
"o",66,6,"blocked_shot","chi","home","l"
"d",65,24,"blocked_shot","det","home","r"
"o",-83,11,"blocked_shot","van","home","c"
"d",29,24,"missed_shot","tor","away","d"
"o",-73,25,"missed_shot","nsh","home","c"
"d",58,-22,"shot","phi","away","r"
"d",-58,-18,"blocked_shot","nyi","away","d"
"o",79,5,"shot","det","home","c"
"d",-73,-3,"shot","wsh","away","l"
"o",43,23,"blocked_shot","car","home","c"
"d",82,8,"blocked_shot","chi","home","d"
"d",-83,-5,"goal","cgy","away","r"
"d",-61,38,"missed_shot","tbl","away","d"
"d",-64,-12,"missed_shot","min","away","d"
"o",-81,-7,"shot","min","home","l"
"o",83,10,"missed_shot","nyi","home","l"
"o",-76,-2,"blocked_shot","ari","home","c"
"d",-45,-18,"shot","min","home","r"
"d",-48,23,"missed_shot","chi","home","r"
"d",-51,28,"shot","chi","away","l"
"d",55,37,"shot","nyr","home","c"
"d",58,7,"blocked_shot","min","away","d"
"d",60,-33,"shot","edm","away","c"
"d",-46,25,"missed_shot","nyr","home","d"
"d",-60,20,"missed_shot","nyr","away","c"
"d",-78,6,"missed_shot","ari","home","r"
"o",-78,-2,"blocked_shot","phi","home","r"
"o",-72,-21,"missed_shot","lak","home","l"
"d",-74,2,"shot","min","home","r"
"n",-7,-34,"shot","nyi","away","d"
"d",-46,-11,"blocked_shot","min","away","d"
"o",69,23,"shot","wpg","home","c"
"o",81,3,"shot","pit","home","r"
"o",34,-14,"missed_shot","nsh","home","d"
"o",38,-23,"missed_shot","ari","home","d"
"d",-37,23,"shot","sjs","away","d"
"o",-60,33,"shot","sjs","home","c"
"o",66,21,"missed_shot","cgy","home","c"
"o",-71,-7,"shot","nyr","home","c"
"d",-66,4,"missed_shot","sjs","home","c"
"o",77,1,"missed_shot","edm","home","c"
"o",77,-12,"shot","nyi","home","c"
"d",58,-28,"shot","stl","home","l"
"o",42,-27,"shot","phi","away","d"
"d",65,7,"shot","min","home","c"
"d",31,11,"shot","wsh","away","d"
"o",60,-22,"missed_shot","cgy","home","d"
"d",-84,-10,"missed_shot","chi","away","r"
"d",-60,-12,"blocked_shot","min","away","d"
"d",-52,-35,"missed_shot","tbl","away","c"
"o",58,-8,"shot","bos","home","l"
"d",-53,21,"blocked_shot","car","home","d"
"d",-67,-7,"shot","fla","away","c"
"o",40,15,"missed_shot","dal","home","d"
"d",-61,28,"shot","pit","away","l"
"o",82,36,"shot","mtl","home","d"
"d",-74,6,"blocked_shot","wsh","away","d"
"d",-60,29,"shot","buf","home","l"
"d",-61,-11,"blocked_shot","det","home","d"
"d",53,-9,"shot","tbl","away","d"
"d",-72,-11,"missed_shot","mtl","home","c"
"d",70,3,"blocked_shot","stl","away","c"
"o",-85,8,"shot","ana","home","c"
"d",-81,8,"shot","cbj","away","d"
"d",-72,-10,"missed_shot","lak","away","c"
"o",79,6,"blocked_shot","car","home","l"
"o",54,18,"missed_shot","edm","away","d"
"o",66,-20,"blocked_shot","stl","home","d"
"d",-46,-2,"shot","nsh","away","l"
"o",-76,-6,"blocked_shot","tbl","away","l"
"o",83,-6,"blocked_shot","min","away","c"
"d",-80,-5,"shot","buf","away","c"
"o",76,-4,"blocked_shot","pit","home","d"
"o",28,-7,"missed_shot","mtl","home","d"
"o",-81,1,"shot","njd","home","r"
"d",47,25,"blocked_shot","tor","away","c"
"d",-79,7,"blocked_shot","ari","away","d"
"d",66,1,"shot","wpg","home","r"
"o",-54,-31,"shot","car","away","l"
"d",68,12,"missed_shot","nyi","away","l"
"d",-60,-37,"shot","car","away","c"
"o",78,-4,"blocked_shot","nyi","home","c"
"d",75,-23,"shot","njd","away","d"
"o",-49,-18,"blocked_shot","ott","home","d"
"d",78,25,"missed_shot","edm","away","d"
"d",-58,-3,"missed_shot","ari","away","c"
"d",-88,-25,"blocked_shot","chi","away","l"
"o",33,34,"shot","stl","home","d"
"o",-80,5,"blocked_shot","cbj","home","d"
"d",-60,-8,"blocked_shot","tbl","away","d"
"d",-56,-25,"shot","phi","away","r"
"o",48,28,"blocked_shot","ari","away","d"
"o",48,-30,"shot","buf","away","d"
"o",-81,,"missed_shot","wpg","home","l"
"d",-55,-35,"shot","mtl","home","l"
"d",-63,-3,"shot","tor","away","c"
"o",47,-29,"shot","fla","away","d"
"d",-64,-9,"missed_shot","nsh","away","l"
"o",-34,24,"goal","sjs","home","d"
"d",-64,2,"shot","nyi","away","l"
"d",-57,21,"blocked_shot","sjs","away","d"
"d",-46,16,"shot","tbl","away","l"
"d",35,21,"missed_shot","phi","away","l"
"d",-32,13,"missed_shot","tbl","away","d"
"o",-65,-16,"blocked_shot","wsh","away","d"
"o",78,3,"shot","nyr","home","l"
"o",45,-3,"shot","wsh","home","r"
"d",63,4,"missed_shot","tor","home","l"
"o",39,-18,"blocked_shot","phi","home","d"
"d",-67,-1,"goal","wsh","away","r"
"d",-84,2,"shot","ott","away","l"
"o",-64,1,"blocked_shot","chi","home","d"
"d",82,21,"shot","ari","home","l"
"d",-70,17,"shot","wpg","away","c"
"d",56,-10,"shot","lak","home","c"
"o",85,-7,"shot","pit","home","c"
"o",51,-27,"shot","ari","home","d"
"o",54,-7,"shot","nyi","home","c"
"d",75,31,"missed_shot","ari","away","l"
"d",-69,-27,"missed_shot","dal","home","d"
"d",-79,17,"blocked_shot","chi","away","r"
"o",53,-30,"missed_shot","mtl","home","l"
"d",-54,36,"missed_shot","dal","home","l"
"o",73,-6,"blocked_shot","wpg","home","d"
"o",37,-33,"shot","buf","home","l"
"o",73,-2,"blocked_shot","dal","away","r"
"o",43,-32,"shot","tor","home","r"
"o",-77,1,"shot","buf","home","r"
"o",70,-6,"shot","ari","home","c"
"o",-37,11,"shot","pit","home","d"
"d",-73,2,"blocked_shot","edm","away","c"
"d",-70,17,"shot","chi","home","c"
"o",61,-21,"blocked_shot","fla","home","d"
"d",-52,27,"shot","min","away","d"
"o",-71,-5,"blocked_shot","mtl","home","l"
"d",-84,20,"blocked_shot","edm","away","c"
"d",79,-1,"goal","ana","away","c"
"o",75,24,"shot","cgy","home","c"
"d",-76,31,"shot","bos","away","r"
"d",31,28,"missed_shot","car","home","d"
"o",88,20,"shot","lak","home","c"
"d",75,-14,"blocked_shot","car","home","c"
"o",83,1,"shot","chi","away","l"
"d",-42,-29,"shot","car","away","c"
"o",-67,1,"shot","bos","home","r"
"o",-32,4,"missed_shot","det","away","d"
"o",78,-8,"blocked_shot","mtl","away","l"
"o",78,-3,"shot","mtl","away","l"
"o",43,-25,"blocked_shot","van","home","d"
"d",-61,-1,"shot","bos","away","c"
"o",84,4,"shot","ott","home","r"
"d",65,2,"blocked_shot","bos","away","d"
"o",82,7,"shot","pit","home","c"
"d",-75,35,"shot","lak","home","c"
"d",-63,-1,"blocked_shot","bos","away","r"
"d",78,-34,"missed_shot","chi","home","l"
"d",49,-2,"shot","min","away","c"
"d",-81,-3,"goal","det","away","c"
"d",38,-25,"shot","lak","away","d"
"o",-39,30,"blocked_shot","min","away","d"
"d",78,15,"shot","cgy","away","c"
"o",78,-2,"blocked_shot","stl","away","r"
"d",-84,-17,"missed_shot","col","away","c"
"o",-36,10,"missed_shot","buf","home","d"
"o",-73,21,"shot","bos","home","l"
"o",-63,25,"blocked_shot","phi","home","r"
"d",-61,32,"blocked_shot","nsh","home","l"
"o",-78,-16,"shot","bos","away","c"
"o",79,7,"blocked_shot","ott","away","l"
"o",-65,5,"blocked_shot","wsh","home","l"
"o",46,-39,"shot","car","home","d"
"o",75,7,"blocked_shot","mtl","away","l"
"o",84,21,"shot","fla","away","c"
"d",-48,-24,"shot","ana","away","l"
"o",42,-24,"blocked_shot","car","home","d"
"d",80,9,"shot","cgy","away","r"
"n",-22,12,"missed_shot","dal","home","l"
"d",-61,-18,"shot","nyi","away","d"
"d",54,29,"shot","edm","away","l"
"o",63,11,"missed_shot","njd","home","c"
"d",-39,11,"shot","njd","away","d"
"d",-48,-5,"blocked_shot","det","home","l"
"o",43,-36,"shot","njd","away","r"
"d",-38,-13,"shot","fla","away","d"
"d",-35,12,"missed_shot","buf","away","d"
"o",-80,,"shot","ari","home","r"
"d",-47,-21,"blocked_shot","fla","away","d"
"d",-81,21,"missed_shot","ana","away","l"
"d",75,8,"shot","buf","away","c"
"d",-48,-21,"shot","car","away","l"
"d",-86,4,"shot","col","home","c"
"o",-46,33,"blocked_shot","ott","home","d"
"d",-43,36,"missed_shot","wpg","away","d"
"o",67,21,"missed_shot","fla","home","d"
"o",72,-14,"blocked_shot","fla","home","c"
"d",79,17,"shot","lak","away","d"
"d",-79,21,"missed_shot","lak","home","c"
"o",-55,-18,"missed_shot","pit","home","d"
"d",-52,-36,"shot","wsh","away","d"
"o",56,-26,"shot","tbl","away","c"
"n",-17,-31,"shot","nyr","away","d"
"o",58,16,"blocked_shot","ott","home","c"
"o",81,-7,"shot","car","home","d"
"n",22,1,"shot","det","away","r"
"n",-10,-7,"shot","van","away","r"
"o",-66,-22,"blocked_shot","bos","away","c"
"o",63,18,"shot","pit","home","c"
"d",46,-10,"blocked_shot","nsh","away","d"
"d",-42,-23,"shot","fla","home","l"
"o",78,31,"blocked_shot","mtl","away","r"
"o",-53,-27,"missed_shot","stl","home","l"
"o",58,-7,"blocked_shot","cgy","home","d"
"d",-58,8,"blocked_shot","fla","away","c"
"d",68,25,"shot","ana","home","c"
"d",-47,-28,"missed_shot","tor","home","d"
"o",-82,1,"goal","cbj","away","r"
"d",54,-34,"shot","nyi","away","r"
"d",-63,11,"shot","tor","away","c"
"d",78,-20,"shot","ott","away","d"
"o",38,-31,"shot","fla","home","d"
"o",-71,-10,"shot","det","away","l"
"o",39,25,"shot","edm","home","d"
"d",-54,-2,"missed_shot","tor","home","c"
"o",70,-21,"missed_shot","stl","home","r"
"o",63,5,"blocked_shot","ari","home","d"
"o",39,24,"shot","cgy","away","d"
"o",81,-9,"blocked_shot","phi","home","l"
"o",-58,,"shot","stl","home","d"
"d",-50,-21,"missed_shot","wpg","away","d"
"o",-55,34,"shot","min","away","r"
"d",-52,-23,"missed_shot","stl","away","d"
"d",58,-16,"blocked_shot","ott","away","l"
"o",41,33,"shot","ana","away","d"
"d",69,-38,"shot","col","home","c"
"d",-73,-10,"missed_shot","bos","away","c"
"d",64,2,"shot","van","away","c"
"o",-76,3,"missed_shot","ott","home","c"
"d",62,19,"shot","dal","away","l"
"d",80,-4,"goal","mtl","home","r"
"o",-31,-22,"missed_shot","mtl","home","d"
"o",74,8,"blocked_shot","buf","away","c"
"o",36,29,"missed_shot","det","home","d"
"o",65,-25,"shot","stl","home","l"
"d",66,5,"blocked_shot","mtl","away","d"
"o",55,31,"shot","njd","home","l"
"d",46,-29,"shot","col","away","l"
"o",70,-3,"missed_shot","njd","home","r"
"o",84,-7,"blocked_shot","wpg","home","r"
"o",69,7,"blocked_shot","phi","home","d"
"d",-66,-11,"shot","tbl","away","r"
"d",-66,-35,"missed_shot","dal","home","l"
"o",75,-10,"blocked_shot","dal","home","l"
"d",63,3,"blocked_shot","stl","away","r"
"d",50,29,"shot","buf","away","l"
"o",36,-22,"shot","van","home","d"
"d",-48,-29,"shot","cbj","away","c"
"d",51,28,"blocked_shot","ari","away","l"
"o",71,-14,"blocked_shot","bos","home","l"
"d",70,10,"shot","ott","away","c"
"o",-72,-18,"missed_shot","col","home","c"
"o",77,-11,"blocked_shot","nsh","home","r"
"d",86,-4,"shot","min","home","r"
"o",62,-19,"blocked_shot","buf","home","c"
"o",81,,"shot","stl","home","l"
"o",53,16,"blocked_shot","pit","home","c"
"n",-16,8,"shot","ana","away","d"
"o",-73,-32,"missed_shot","tor","home","c"
"o",66,-14,"blocked_shot","van","home","c"
"o",69,-13,"blocked_shot","chi","home","r"
"d",-46,-23,"shot","van","away","l"
"o",85,-6,"shot","stl","home","c"
"d",-54,26,"shot","pit","home","d"
"o",65,-6,"shot","nyr","home","r"
"d",-48,-16,"blocked_shot","cgy","home","d"
"d",-70,12,"shot","buf","away","l"
"o",61,-29,"shot","ari","home","r"
"o",73,-9,"shot","sjs","home","c"
"o",-71,18,"blocked_shot","fla","home","r"
"o",-79,-20,"blocked_shot","wsh","home","l"
"o",72,33,"missed_shot","cgy","home","r"
"d",37,22,"shot","chi","away","d"
"d",-55,10,"shot","sjs","home","c"
"o",-77,2,"missed_shot","bos","away","l"
"d",-42,34,"shot","wpg","away","r"
"d",45,20,"missed_shot","wsh","away","d"
"o",70,12,"blocked_shot","bos","home","l"
"o",48,38,"shot","min","home","c"
"d",-38,-22,"shot","col","away","d"
"o",55,-7,"shot","bos","home","c"
"o",51,,"shot","chi","away","d"
"d",-79,1,"goal","tor","away","c"
"d",69,30,"shot","ana","away","c"
"d",-35,28,"shot","mtl","away","d"
"d",36,34,"shot","njd","away","d"
"n",-15,19,"shot","bos","away","r"
"o",-78,,"shot","wpg","home","c"
"o",37,26,"missed_shot","dal","home","d"
"o",87,3,"shot","ott","home","d"
"o",69,25,"shot","ana","away","l"
"d",-74,-2,"blocked_shot","wsh","away","d"
"o",-35,-22,"shot","chi","home","d"
"d",-49,14,"missed_shot","bos","away","d"
"d",87,-3,"shot","chi","home","c"
"d",-69,-17,"goal","dal","home","c"
"o",68,17,"missed_shot","nyr","home","l"
"o",64,20,"shot","stl","home","l"
"n",14,24,"shot","buf","home","d"
"o",-60,-3,"missed_shot","tor","away","l"
"d",36,-20,"shot","car","away","d"
"o",-79,1,"shot","ari","home","c"
"d",-61,1,"blocked_shot","cgy","away","c"
"d",35,19,"missed_shot","sjs","away","r"
"d",58,32,"blocked_shot","lak","away","d"
"o",75,7,"blocked_shot","njd","home","d"
"o",-68,11,"blocked_shot","bos","home","d"
"o",-79,3,"shot","bos","home","c"
"o",70,12,"blocked_shot","wsh","home","l"
"d",-50,-25,"shot","min","away","l"
"d",52,4,"shot","chi","away","d"
"d",69,24,"shot","tor","home","c"
"o",83,-3,"shot","sjs","away","l"
"d",-80,-25,"shot","ana","away","d"
"o",79,-5,"blocked_shot","ana","home","d"
"o",56,-14,"blocked_shot","van","home","d"
"d",-75,18,"blocked_shot","wsh","away","r"
"d",-58,16,"blocked_shot","nsh","away","d"
"o",-54,-5,"shot","cgy","home","c"
"o",63,-3,"shot","bos","home","c"
"o",-45,25,"missed_shot","edm","home","l"
"d",-85,14,"missed_shot","tor","away","c"
"o",68,-14,"blocked_shot","wsh","home","r"
"d",-84,-12,"blocked_shot","dal","home","r"
"d",-67,18,"blocked_shot","min","home","d"
"d",-34,10,"missed_shot","phi","home","r"
"d",-84,5,"missed_shot","nyr","away","r"
"o",-66,-3,"blocked_shot","tor","home","l"
"d",-75,-3,"missed_shot","tbl","home","c"
"d",-60,13,"shot","sjs","away","c"
"d",84,9,"missed_shot","det","away","c"
"d",74,18,"missed_shot","van","away","d"
"d",-42,21,"shot","min","away","d"
"o",72,-17,"shot","car","away","r"
"o",53,-3,"missed_shot","nyi","home","l"
"o",-41,27,"shot","det","away","d"
"o",68,10,"shot","pit","home","c"
"d",63,-18,"missed_shot","tbl","away","r"
"o",-74,1,"shot","bos","home","r"
"d",-70,-30,"missed_shot","fla","away","d"
"d",-80,18,"goal","col","away","r"
"d",-81,-3,"blocked_shot","fla","away","r"
"d",-60,-20,"shot","dal","home","r"
"d",-58,-15,"shot","det","away","l"
"o",46,-27,"blocked_shot","cbj","home","l"
"o",-52,-28,"missed_shot","cgy","home","r"
"o",74,27,"shot","car","away","l"
"d",-76,-9,"shot","tor","away","c"
"o",-65,-10,"missed_shot","ari","home","l"
"d",38,30,"shot","lak","home","d"
"d",64,1,"shot","edm","away","r"
"d",-71,1,"blocked_shot","tbl","home","c"
"o",43,21,"blocked_shot","nyr","home","d"
"d",87,-27,"shot","ana","home","r"
"d",-42,-13,"blocked_shot","nsh","away","d"
"o",85,23,"shot","ott","home","l"
"d",-48,-5,"blocked_shot","njd","away","d"
"o",47,3,"blocked_shot","pit","away","c"
"o",34,32,"shot","pit","home","d"
"d",78,2,"shot","lak","away","r"
"d",-79,3,"shot","stl","away","c"
"o",-78,-5,"missed_shot","lak","away","c"
"o",-74,7,"blocked_shot","phi","home","d"
"d",-45,-8,"missed_shot","sjs","away","d"
"o",48,-33,"shot","car","home","d"
"d",-68,11,"blocked_shot","stl","away","d"
"o",-64,-29,"shot","sjs","home","c"
"d",81,10,"blocked_shot","ana","away","c"
"d",-51,-12,"missed_shot","wsh","away","l"
"d",59,24,"blocked_shot","dal","home","c"
"o",73,39,"shot","phi","home","r"
"d",82,6,"shot","wsh","home","c"
"o",-75,17,"blocked_shot","dal","away","c"
"n",19,-12,"shot","bos","home","c"
"d",-65,-12,"blocked_shot","cgy","away","d"
"o",46,9,"shot","edm","away","l"
"d",-71,8,"blocked_shot","wsh","away","r"
"d",37,-34,"missed_shot","stl","away","d"
"d",42,-2,"blocked_shot","tbl","away","d"
"o",66,-23,"goal","cbj","home","c"
"o",80,-13,"shot","njd","away","c"
"o",73,-13,"blocked_shot","wsh","away","d"
"o",34,-13,"missed_shot","sjs","home","d"
"d",-64,-14,"shot","min","away","d"
"o",-35,-23,"missed_shot","det","away","d"
"o",-54,20,"blocked_shot","dal","home","c"
"d",58,-18,"goal","det","home","l"
"d",-65,8,"blocked_shot","min","away","l"
"o",43,-7,"blocked_shot","stl","home","d"
"o",64,12,"blocked_shot","njd","home","d"
"o",31,-23,"missed_shot","col","home","d"
"o",56,-21,"shot","cgy","home","d"
"o",32,36,"shot","ott","home","d"
"o",-75,29,"shot","lak","home","c"
"d",-28,28,"shot","ari","away","c"
"o",44,-20,"shot","ari","home","d"
"o",-79,-15,"shot","mtl","away","l"
"o",37,27,"shot","njd","home","d"
"o",63,-15,"shot","van","away","c"
"d",54,-4,"shot","phi","away","d"
"d",39,-3,"shot","wsh","away","d"
"o",70,8,"missed_shot","tbl","home","c"
"o",47,-14,"missed_shot","tor","home","d"
"d",-94,-14,"blocked_shot","ari","away","d"
"o",42,20,"blocked_shot","njd","away","d"
"d",-34,-1,"shot","phi","away","d"
"o",73,-8,"blocked_shot","tor","home","d"
"d",-70,10,"missed_shot","col","away","c"
"o",57,26,"shot","col","home","c"
"o",-35,-31,"shot","phi","home","d"
"o",30,37,"missed_shot","buf","away","d"
"o",42,-15,"shot","nsh","home","c"
"d",-70,-3,"shot","phi","home","r"
"d",80,5,"shot","pit","home","l"
"d",-76,15,"blocked_shot","fla","home","r"
"d",-44,-9,"shot","van","home","d"
"d",61,18,"blocked_shot","lak","home","l"
"d",55,1,"blocked_shot","phi","home","c"
"o",35,-35,"missed_shot","buf","home","d"
"o",-81,9,"goal","wpg","home","c"
"n",7,4,"missed_shot","phi","away","c"
"o",66,-32,"shot","ana","home","c"
"d",-67,5,"blocked_shot","fla","home","d"
"o",84,2,"shot","edm","home","l"
"d",-73,-5,"missed_shot","cbj","away","d"
"o",78,11,"shot","ana","away","r"
"d",50,-6,"blocked_shot","fla","home","d"
"o",42,30,"missed_shot","ari","home","d"
"d",-53,10,"shot","tor","home","d"
"d",-71,4,"blocked_shot","njd","away","d"
"d",75,-4,"goal","stl","away","r"
"d",-63,14,"missed_shot","chi","away","l"
"d",-64,20,"shot","mtl","home","r"
"d",-89,21,"shot","det","away","c"
"o",-82,-38,"missed_shot","buf","away","c"
"o",49,-19,"shot","nsh","away","l"
"d",78,-1,"missed_shot","pit","away","l"
"d",90,-30,"shot","ana","away","c"
"d",46,13,"missed_shot","tor","away","c"
"d",-86,-19,"blocked_shot","stl","away","r"
"o",69,27,"shot","fla","home","r"
"o",78,21,"shot","car","away","c"
"d",-42,18,"shot","lak","home","c"
"o",63,-14,"blocked_shot","car","home","c"
"d",-44,-22,"blocked_shot","van","away","d"
"o",67,-37,"shot","mtl","away","l"
"n",1,-9,"shot","cbj","away","d"
"d",-69,22,"shot","car","away","d"
"o",67,7,"shot","col","away","d"
"d",52,20,"blocked_shot","nyr","home","d"
"o",60,12,"blocked_shot","wsh","home","d"
"d",-38,13,"missed_shot","cbj","away","d"
"o",39,-9,"missed_shot","nsh","home","d"
"o",-39,11,"missed_shot","stl","home","d"
"d",-68,35,"shot","lak","away","d"
"o",37,21,"shot","nyi","away","c"
"d",36,34,"missed_shot","wsh","away","d"
"d",-82,5,"shot","cgy","away","c"
"d",-83,7,"missed_shot","wpg","away","r"
"o",-40,28,"missed_shot","stl","home","d"
"o",34,29,"missed_shot","nyr","home","d"
"d",-81,-8,"shot","buf","away","c"
"d",80,8,"shot","lak","away","c"
"d",70,13,"blocked_shot","cgy","away","d"
"o",62,25,"missed_shot","bos","home","c"
"d",-69,-29,"shot","fla","home","d"
"d",-64,7,"blocked_shot","det","away","c"
"d",40,15,"shot","tor","away","d"
"o",71,10,"goal","ana","home","c"
"d",-81,16,"blocked_shot","min","away","d"
"d",-66,17,"shot","wpg","away","d"
"o",70,-12,"blocked_shot","phi","away","d"
"o",82,1,"shot","cbj","home","r"
"o",-79,-31,"shot","tbl","away","l"
"o",78,14,"blocked_shot","cgy","home","r"
"d",-58,-26,"shot","wpg","away","d"
"d",55,-34,"shot","bos","away","r"
"o",-31,-34,"shot","car","home","d"
"o",55,29,"shot","sjs","home","c"
"d",-63,1,"shot","chi","home","c"
"o",73,3,"blocked_shot","nyi","home","r"
